,title,author,author code,year,figures,description,genre,magazine
5852,"Robert Kalivoda, Marx et Freud /",Sidkar,,1972,"Kalivoda, Robert",finská literatura;literatura,recenze,Svědectví (New York-Paříž)
5853,"A.Ostrý, Československý problém /","Sviták, Ivan",jk01121907,1972,"Ostrý, Antonín",literatura,recenze,Svědectví (New York-Paříž)
5854,Kultura a politika :,"Heer, Friedrich",skuk0000554,1972,,literatura;politika,eseje,Svědectví (New York-Paříž)
5855,Ornament revoluce /,"Karbusický, Vladimír",jk01052993,1972,,realismus socialistický;literatura;maďarská literatura;písňové texty;ruská literatura,úvahy,Svědectví (New York-Paříž)
5856,Neproslovená řeč Alexandra Solženicyna /,"Solženicyn, Aleksandr Isajevič",jn19990210579,1972,,literatura;ruská literatura,eseje,Svědectví (New York-Paříž)
5857,"Roman Jakobson, Studies in Verbal Art /",Kroutva,,1972,"Jakobson, Roman",dějiny české literatury;literární teorie,recenze,Svědectví (New York-Paříž)
5858,Čtrnáct stánků... /,-re,,1971,,literární druhy;literatura pro děti;maďarská literatura,poznámky,Svědectví (New York-Paříž)
5859,Čtenářský klub.,,,1971,,literatura pro děti a mládež,dokumenty,Svědectví (New York-Paříž)
5860,Úvodem /,Sidkar,,1971,,cenzura;česká literatura,komentáře,Svědectví (New York-Paříž)
5861,"Jan Beneš, Second Breath /",Bašta,,1972,"Beneš, Jan;Montgomery, Michael;Herzfeld",,recenze,Svědectví (New York-Paříž)
5862,"Jaroslav Brodský, Řešení Gama /","Jedlička, Josef",jk01051416,1971,"Brodský, Jaroslav",osobnosti,recenze,Svědectví (New York-Paříž)
5863,Závěť /,"Halas, František",jk01033200,1971,"Halas, František",osobnosti,dokumenty,Svědectví (New York-Paříž)
5864,"František Halas, Imagena /",Pelíšek,,1971,"Halas, František;Ripellino, Angelo Maria",japonská literatura;osobnosti,recenze,Svědectví (New York-Paříž)
5865,"Jiří Hochman, Jelení Brod /","Kosková, Helena",jn19990218051,1972,"Hochman, Jiří",osobnosti,recenze,Svědectví (New York-Paříž)
5866,"Jaroslav Kučera, Pražský srpen /",Weiner,,1972,"Kučera, Jaroslav",osobnosti,recenze,Svědectví (New York-Paříž)
5867,Nezval /,"Firt, Julius",jk01031244,1972,"Nezval, Vítězslav",osobnosti,paměti,Svědectví (New York-Paříž)
5868,Jiří Pištora se narodil... /,m,,1971,"Pištora, Jiří",osobnosti,nekrology,Svědectví (New York-Paříž)
5869,"Jan Schneider, Salonek dočasně uzavřen /","Weiner, Richard",,1972,"Schneider, Jan",osobnosti,recenze,Svědectví (New York-Paříž)
5870,"Vladimír Škutina, Prezidentův vězeň /",Weiner,,1972,"Škutina, Vladimír",memoárová literatura,recenze,Svědectví (New York-Paříž)
5871,"Augusti a pieroti, aneb o literatuře trochu jinak /","Kohák, Erazim",jk01061082,1971,"Škvorecký, Josef;Břeský, Dušan",osobnosti,recenze,Svědectví (New York-Paříž)
5872,"Josef Škvorecký, Tankový prapor /","Kosková, Helena",jn19990218051,1972,"Škvorecký, Josef",česká próza,recenze,Svědectví (New York-Paříž)
5873,"Ludvík Vaculík, Morčata :","Tigrid, Pavel",jk01132374,1971,"Vaculík, Ludvík",osobnosti,recenze,Svědectví (New York-Paříž)
5874,"Gerard Manley Hopkins, Básně /","Lederer, Josef",jk01071747,1972,"S.I;Hopkins, Gerard Manley;Preisner, Rio",anglická literatura,recenze,Svědectví (New York-Paříž)
5875,Vážený pane redaktore /,"Preisner, Rio",jk01101023,1972,"Hopkins, Gerard Manley;Lederer, Josef",anglická literatura,polemiky,Svědectví (New York-Paříž)
5876,"Není strana, jako strana /","Aragon, Louis",jn19981000131,1971,"Aragon, Louis;Šolochov, Michail Aleksandrovič",francouzská literatura,rozhovory,Svědectví (New York-Paříž)
5877,"Prague, Cahiers Paul Claudel - 9 /",-re,,1971,"Claudel, Paul;Černý, Václav;Marten, Miloš;Braunerová, Zdenka",finská literatura,recenze,Svědectví (New York-Paříž)
5878,Vážená redakce! /,"Lederer, Josef",jk01071747,1971,"Belinkov, Arkadij Viktorovič",ruská literatura,recenze,Svědectví (New York-Paříž)
5879,Úděl básníka /,"Kovtun, Jiří",jk01062535,1971,"Mandel‘štam, Nadežda Jakovlevna;Mandel‘štam, Osip Èmil‘jevič",ruská literatura,recenze,Svědectví (New York-Paříž)
5880,Vážená redakce! /,"Měšťan, Antonín",jk01081347,1972,"Solženicyn, Aleksandr Isajevič;Klatovský",pseudonym;ruská literatura,recenze,Svědectví (New York-Paříž)
5881,Systémové změny :,Bašta,,1974,,literatura,recenze,Svědectví (New York-Paříž)
5882,"Josef Pekař, Kniha o Kosti /","Schulz, Milan",jk01111167,1973,"Pekař, Josef",literatura,recenze,Svědectví (New York-Paříž)
5883,"Milan Machovec, Jesus für Atheisten /","Měšťan, Antonín",jk01081347,1973,"Gollwitzer, Helmut;Kruntorad, Paul;Machovec, Milan",literatura,recenze,Svědectví (New York-Paříž)
5884,"Julius Firt, Knihy a osudy /",Kulhánek,,1973,"Firt, Julius",česká literatura,recenze,Svědectví (New York-Paříž)
5885,Petice spisovatelů prezidentu ČSSR.,,,1973,"Mareš;Branald, Adolf;Brdečka, Jiří;Brukner, Josef;Čivrný, Lumír;Dvořák, Ladislav;Glazarová, Jarmila;Hanzelka, Jiří;Havel, Václav;Hiršal, Josef;Hoffmeister, Adolf;Holub, Miroslav;Hrabal, Bohumil;Jariš, Milan;Jirotka, Zdeněk;Káňa, Vašek;Klíma, Ivan;Kliment, Alexandr;Kohout, Pavel;Kolář, Jiří;Kopecký, Jan;Kosík, Karel;Kožík, František;Lacina, Václav;Pavlíček, František;Pekárek, Svatopluk;Pick, Jiří Robert;Putík, Jaroslav;Seifert, Jaroslav;Smetanová, Jindřiška;Šiktanc, Karel;Šotola, Jiří;Topol, Josef;Urbánek, Zdeněk;Vaculík, Ludvík",česká literatura,prohlášení,Svědectví (New York-Paříž)
5886,"Jan Beneš, Až se se mnou vyspíš... /","Měšťan, Antonín",jk01081347,1973,"Beneš, Jan",osobnosti,recenze,Svědectví (New York-Paříž)
5887,Vratislav Blažek.,,,1973,"Blažek, Vratislav",osobnosti,nekrology,Svědectví (New York-Paříž)
5888,Až v příštím Svědectví... /,"Tigrid, Pavel",jk01132374,1974,"Čep, Jan",osobnosti,nekrology,Svědectví (New York-Paříž)
5889,Jan Čep se narodil 31.prosince 1902 v Myslechovicích u Litovle... /,"Dresler, Jaroslav",jk01023057,1974,"Čep, Jan",osobnosti,nekrology,Svědectví (New York-Paříž)
5890,Básník dvojího domova /,"Fučík, Bedřich",jk01032098,1974,"Čep, Jan",osobnosti,eseje,Svědectví (New York-Paříž)
5891,"Ladislav Grosman, Nevěsta /","Měšťan, Antonín",jk01081347,1973,"Grosman, Ladislav",osobnosti,recenze,Svědectví (New York-Paříž)
5892,"Jiří Hochman, Kronika místodržení v Čechách /","Kovtun, Jiří",jk01062535,1974,"Hochman, Jiří",osobnosti,recenze,Svědectví (New York-Paříž)
5893,Zemřel Egon Hostovský /,"Tigrid, Pavel",jk01132374,1973,"Hostovský, Egon;Hostovský, Paul",osobnosti,nekrology,Svědectví (New York-Paříž)
5894,"Egon Hostovský, Osvoboditel se vrací /","Měšťan, Antonín",jk01081347,1973,"Hostovský, Egon",osobnosti,recenze,Svědectví (New York-Paříž)
5895,"Egon Hostovský, Všeobecné spiknutí /","Kosková, Helena",jn19990218051,1974,"Hostovský, Egon",osobnosti,recenze,Svědectví (New York-Paříž)
5896,"Ivan Jelínek, Ódy /","Lederer, Josef",jk01071747,1973,"Jelínek, Ivan",osobnosti,recenze,Svědectví (New York-Paříž)
5897,"Heda Kovályová a Erazim Kohák, The Victors and the Vanquished /","Kovtun, Jiří",jk01062535,1974,"Kohák, Erazim;Kovályová, Heda",osobnosti,recenze,Svědectví (New York-Paříž)
5898,"Jiří Kovtun, Pražská ekloga /","Jedlička, Josef",jk01051416,1973,"Kovtun, Jiří",,recenze,Svědectví (New York-Paříž)
5899,"K čemu básničky, aneb trochu o Karlu Krylovi /","Kohák, Erazim",jk01061082,1974,"Kryl, Karel",osobnosti,eseje,Svědectví (New York-Paříž)
5900,"Milan Kundera, La vie est ailleurs /","Kosková, Helena",jn19990218051,1974,"Kérel, François;Kundera, Milan",finská literatura;osobnosti,recenze,Svědectví (New York-Paříž)
5901,"Gabriel Laub, Ur-Laub zum Denken /","Měšťan, Antonín",jk01081347,1973,"Laub, Gabriel",osobnosti,recenze,Svědectví (New York-Paříž)
5902,"Josef Lederer, Sopka islandská /","Kovtun, Jiří",jk01062535,1974,"Lederer, Josef;Listopad, František;Čerepková, Vladimíra",osobnosti,recenze,Svědectví (New York-Paříž)
5903,"Arnošt Lustig, Miláček /","Kosková, Helena",jn19990218051,1974,"Lustig, Arnošt",osobnosti,recenze,Svědectví (New York-Paříž)
5904,Jedno dějství z dlouhého dramatu /,"Fleischmann, Ivo",jk01031409,1973,"Mácha, Karel Hynek;Kafka, Franz",exil;starší česká literatura;osobnosti,úvahy,Svědectví (New York-Paříž)
5905,Mácha a ti druzí /,"Brousek, Antonín",jk01013187,1973,"Mácha, Karel Hynek;Fleischmann, Ivo",osobnosti,polemiky,Svědectví (New York-Paříž)
5906,Milý pane redaktore... /,"Fleischmann, Ivo",jk01031409,1974,"Mácha, Karel Hynek;Brousek, Antonín;Kafka, Franz;Masaryk, Tomáš Garrigue",osobnosti,polemiky,Svědectví (New York-Paříž)
5907,Milý redaktore... /,"Brousek, Antonín",jk01013187,1974,"Mácha, Karel Hynek;Fleischmann, Ivo;Kafka, Franz",maďarská literatura;osobnosti,polemiky,Svědectví (New York-Paříž)
5908,Pludek jde na vabank a Levít je prevít /,"Salivarová, Zdena",jk01110349,1974,"Pludek, Alexej",osobnosti,recenze,Svědectví (New York-Paříž)
5909,"Jan Procházka, Solange uns Zeit bleibt /","Schulz, Milan",jk01111167,1973,"Kohout, Pavel;Procházka, Jan;Reiter",osobnosti,recenze,Svědectví (New York-Paříž)
5910,Václav Renč /,"Tigrid, Pavel",jk01132374,1973,"Renč, Václav",osobnosti,nekrology,Svědectví (New York-Paříž)
5911,"Minka Rybáková, Útěk z rekreace /","Kovtun, Jiří",jk01062535,1974,"Rybáková, Minka",osobnosti,recenze,Svědectví (New York-Paříž)
5912,"Zdena Salivarová, Honzlová /","Měšťan, Antonín",jk01081347,1973,"Salivarová, Zdena",osobnosti,recenze,Svědectví (New York-Paříž)
5913,"Ivan Sviták, Unwissenschaftliche Anthropologie /","Měšťan, Antonín",jk01081347,1973,"Kruntorad, Paul;Sviták, Ivan",osobnosti,recenze,Svědectví (New York-Paříž)
5914,"J.Škvorecký, All the Bright Young Men and Women /",Tomáš,,1974,"Škvorecký, Josef",dějiny filmu,recenze,Svědectví (New York-Paříž)
5915,50 - J.Š. /,"Kosková, Helena",jn19990218051,1974,"Škvorecký, Josef",osobnosti,studie,Svědectví (New York-Paříž)
5916,"Josef Škvorecký, Mirákl /","Měšťan, Antonín",jk01081347,1973,"Škvorecký, Josef",česká próza,recenze,Svědectví (New York-Paříž)
5917,"Jiří Šotola, Grüss den Engel /","Měšťan, Antonín",jk01081347,1973,"Králíková;Strecker;Šotola, Jiří",česká próza;překlady do němčiny,recenze,Svědectví (New York-Paříž)
5918,"Otto Ulč, Malá doznání okresního soudce /","Kosková, Helena",jn19990218051,1974,"Ulč, Ota",osobnosti,recenze,Svědectví (New York-Paříž)
5919,"Jaroslav Vejvoda, Plující andělé, letící ryby /","Kosková, Helena",jn19990218051,1974,"Vejvoda, Jaroslav",česká próza,recenze,Svědectví (New York-Paříž)
5920,Stín svobody /,"Voskovec, Jiří",jk01150746,1974,"Voskovec, Jiří",osobnosti,paměti,Svědectví (New York-Paříž)
5921,A na své černé klisně tryskem ujíždí noc... /,"Werich, Jan",jk01151601,1974,"Werich, Jan",osobnosti,paměti,Svědectví (New York-Paříž)
5922,... a ve Francii /,"Král, Petr",jk01062798,1974,,finská literatura,recenze,Svědectví (New York-Paříž)
5923,Obhlídka soudobého kulturního života v Německu /,"Měšťan, Antonín",jk01081347,1974,,maďarská literatura,recenze,Svědectví (New York-Paříž)
5924,Druhá kniha Naděždy Mandelštamové /,"Kovtun, Jiří",jk01062535,1974,"Mandel‘štam, Nadežda Jakovlevna;Mandel‘štam, Osip Èmil‘jevič",ruská literatura,recenze,Svědectví (New York-Paříž)
5925,"A.Solženicyn, Archipelag Gulag /","Kovtun, Jiří",jk01062535,1974,"Solženicyn, Aleksandr Isajevič",ruská literatura,recenze,Svědectví (New York-Paříž)
5926,"Ladislav Mňačko, Der Vorgang /","Měšťan, Antonín",jk01081347,1973,"Bertleff, Erich von;Mňačko, Ladislav",rumunská literatura,recenze,Svědectví (New York-Paříž)
5927,Žaluji /,"Kovtun, Jiří",jk01062535,1976,"Kratochvil, Antonín",,recenze,Svědectví (New York-Paříž)
5928,"Vážený pane doktore,... /","Havel, Václav",jk01040240,1975,"Husák, Gustáv",literatura,dokumenty,Svědectví (New York-Paříž)
5929,Útěk obrazu z obrazu /,"Černý, Václav",jk01021636,1975,,literatura,studie,Svědectví (New York-Paříž)
5930,Války 20. století a 20. století jako válka /,"Patočka, Jan",jk01091914,1976,,literatura,eseje,Svědectví (New York-Paříž)
5931,O povaze naší kultury :,"Černý, Václav",jk01021636,1976,,literatura,eseje,Svědectví (New York-Paříž)
5932,"Jan Patočka, Kacířské eseje o filozofii dějin /","Kohák, Erazim",jk01061082,1976,"Patočka, Jan",literatura,recenze,Svědectví (New York-Paříž)
5933,Literatura jako proces /,"Sinjavskij, Andrej Donatovič",jn19990216163,1975,,literární teorie;ruská literatura,eseje,Svědectví (New York-Paříž)
5934,Seznam svazků Edice Petlice podle stavu v létě 1975.,,,1975,,samizdat;literatura pro děti,bibliografie,Svědectví (New York-Paříž)
5935,Botanizování na hřbitově /,"Brousek, Antonín",jk01013187,1976,"Hons, Václav;Hanzlík, Josef;Černík, Michal;Sýs, Karel;Skarlant, Petr",česká literatura,studie,Svědectví (New York-Paříž)
5936,Zpráva z českého hudebního podzemí /,"Jirous, Ivan Martin",jn19981001568,1976,"Bondy, Egon",pseudonymy;undergroundová kultura;česká literatura,studie,Svědectví (New York-Paříž)
5937,Dopis z Prahy :,,,1976,"Kohout, Pavel;Landovský, Pavel",česká literatura,dokumenty,Svědectví (New York-Paříž)
5938,"Alfréd Radok, český režisér /","Havel, Václav",jk01040240,1976,"Radok, Alfréd",česká literatura,nekrology,Svědectví (New York-Paříž)
5939,"Jan Beneš, Druhý dech /","Kovtun, Jiří",jk01062535,1975,"Beneš, Jan",osobnosti,recenze,Svědectví (New York-Paříž)
5940,"Jan Čep, Sestra úzkost /","Král, Petr",jk01062798,1976,"Čep, Jan",osobnosti,recenze,Svědectví (New York-Paříž)
5941,Poezie Ivana Diviše jako osobní riziko /,"Jedlička, Josef",jk01051416,1975,"Diviš, Ivan",osobnosti,studie,Svědectví (New York-Paříž)
5942,František Dvorník /,"Tigrid, Pavel",jk01132374,1975,"Dvorník, František",osobnosti,nekrology,Svědectví (New York-Paříž)
5943,"Ota Filip, Blázen ve městě /","Kovtun, Jiří",jk01062535,1975,"Filip, Ota",osobnosti,recenze,Svědectví (New York-Paříž)
5944,"Viktor Fischl, Kuropění /","Kovtun, Jiří",jk01062535,1976,"Fischl, Viktor",osobnosti,recenze,Svědectví (New York-Paříž)
5945,"Jiřina Fuchsová, Americký Baedeker /","Kovtun, Jiří",jk01062535,1976,"Fuchsová, Jiřina",osobnosti,recenze,Svědectví (New York-Paříž)
5946,Bída jazyka /,"Klíma, Ivan",jk01060513,1975,"Hrabal, Bohumil",osobnosti,úvahy,Svědectví (New York-Paříž)
5947,Tůma /,"Kostroun, Karel",jk01062023,1975,"Hrabal, Bohumil",osobnosti,medailony,Svědectví (New York-Paříž)
5948,Intelektuálka /,"Kliment, Alexandr",jk01060558,1975,"Hrabal, Bohumil",osobnosti,medailony,Svědectví (New York-Paříž)
5949,Pokus pro čtrnáct miliónů /,"Vaculík, Ludvík",jk01141068,1975,"Hrabal, Bohumil",osobnosti,medailony,Svědectví (New York-Paříž)
5950,Pábitel /,"Pecka, Karel",jk01092241,1975,"Hrabal, Bohumil",osobnosti,medailony,Svědectví (New York-Paříž)
5951,Potentát /,"Kosík, Karel",jk01061936,1975,"Hrabal, Bohumil",osobnosti,medailony,Svědectví (New York-Paříž)
5952,"Bohumil Hrabal, Obsluhoval jsem anglického krále /",XY,,1975,"Hrabal, Bohumil",osobnosti,recenze,Svědectví (New York-Paříž)
5953,Za hádankami Bohumila Hrabala /,"Černý, Václav",jk01021636,1976,"Hrabal, Bohumil",osobnosti,eseje,Svědectví (New York-Paříž)
5954,"Ivan Jelínek, Posel /","Lederer, Josef",jk01071747,1976,"Jelínek, Ivan",osobnosti,recenze,Svědectví (New York-Paříž)
5955,"Ivan Klíma, Požádáš manželky bližního /",XYZ (v rejstříku,,1975,"Klíma, Ivan",osobnosti,recenze,Svědectví (New York-Paříž)
5956,"Jean Kolar, Une fée sur l'échiquier /","Kovtun, Jiří",jk01062535,1975,"Kolár, Jan M.",finská literatura;osobnosti,recenze,Svědectví (New York-Paříž)
5957,"Dva ""prokletí"" básníci... /","Filip, Ota",jk01031164,1976,"Kovanda, Jaroslav;Frais, Josef",osobnosti,poznámky,Svědectví (New York-Paříž)
5958,Pane Tigride... /,"Fleischmann, Ivo",jk01031409,1975,"Mácha, Karel Hynek;Brousek, Antonín;Tigrid, Pavel",osobnosti,polemiky,Svědectví (New York-Paříž)
5959,"Stanislav Mareš, Báje z Nového světa /","Jedlička, Josef",jk01051416,1975,"Mareš, Stanislav",osobnosti,recenze,Svědectví (New York-Paříž)
5960,Tři téze o Masarykovi /,"Kohák, Erazim",jk01061082,1975,"Masaryk, Tomáš Garrigue",osobnosti,studie,Svědectví (New York-Paříž)
5961,Milý pane redaktore... /,"Hrubý, Karel",jn20001031016,1976,"Masaryk, Tomáš Garrigue;Kohák, Erazim",osobnosti,polemiky,Svědectví (New York-Paříž)
5962,Milý redaktore... /,"Schwarzenberg, Karel František",jk01111235,1976,"Masaryk, Tomáš Garrigue;Kohák, Erazim",osobnosti,polemiky,Svědectví (New York-Paříž)
5963,Milý pane redaktore... /,Haworth-Housková,,1976,"Masaryk, Tomáš Garrigue;Kohák, Erazim",osobnosti,polemiky,Svědectví (New York-Paříž)
5964,"Zbyněk Zeman, The Masaryks /","Kovtun, Jiří",jk01062535,1976,"Zeman, Zbyněk Anthony Bohuslav",osobnosti,recenze,Svědectví (New York-Paříž)
5965,"Zdeněk Němeček, Ďábel mluví španělsky /","Kovtun, Jiří",jk01062535,1975,"Němeček, Zdeněk",osobnosti,recenze,Svědectví (New York-Paříž)
5966,Josef Palivec (1886-1975) /,J. T,,1975,"Palivec, Josef",osobnosti,nekrology,Svědectví (New York-Paříž)
5967,Josef Palivec /,"Jelínek, Ivan",jn19981001556,1976,"Palivec, Josef;Čapek, Karel",osobnosti,korespondence,Svědectví (New York-Paříž)
5968,"Karel Pecka, Štěpení /","Kosková, Helena",jn19990218051,1975,"Pecka, Karel",osobnosti,recenze,Svědectví (New York-Paříž)
5969,Přemysl Pitter /,"Tigrid, Pavel",jk01132374,1976,"Pitter, Přemysl",osobnosti,nekrology,Svědectví (New York-Paříž)
5970,O Janu Procházkovi :,"Černý, Václav",jk01021636,1975,"Procházka, Jan",osobnosti,studie,Svědectví (New York-Paříž)
5971,"A.Lidin, Psychogenes /","Kovtun, Jiří",jk01062535,1975,"Lidin, A.",osobnosti,recenze,Svědectví (New York-Paříž)
