,title,author,author code,year,figures,description,genre
14565,Strach /,"Kahuda, Václav,",jn19990209335,1988,,,české povídky
14566,[Texty] /,,,1988,,,písňové texty
14567,Večírek /,"Hagen, Lou Fanánek,",jn19981001381,1988,,zábava;alkoholické nápoje;každodenní život,reportáže;české prózy
14568,Nechci do ústavu : [Sedím Na kovárně] /,"Hagen, Lou Fanánek,",jn19981001381,1988,"Čistecký, Jakub;Pallat, Luděk",,písňové texty
14569,Epitaf prdifuka : [Psí pšouk a tvrdý prd] /,"Höppner, Ondřej,",xx0062058,1989,,,česká poezie
14570,Sdělení č. 1100 : represe proti účastníkům soukromého koncertu /,,,1989,"Kaplan, Jáchym;Hanišová, Štěpánka",rock;koncerty;násilí;Srpen (1968 : Československo);politická perzekuce;nezákonné jednání,zprávy
14571,"[Krásná slečno z kavárny,].",,,1989,,,česká poezie;kaligramy
14572,Sdělení č. 1101 : Stanislav Devátý v ilegalitě /,,,1989,"Devátý, Stanislav,",političtí vězni;odvolání v trestním řízení;lidská práva;kultura a ideologie;ilegalita,zprávy
14573,Střídavě úspěšný den Johna Dillingera /,"Ryba, Oscar,",jn19990009975,1988,"Poubová, Jana",,české povídky
14574,Poslední večer u Dunaje /,"Ryba, Oscar,",jn19990009975,1988,,cesty a pobyt;alkoholické nápoje,české prózy;reportáže
14575,Secese /,"Špirhanzl, Radslav,",jx20040210021,1988,,,české povídky
14576,Sdělení č. 1104 : Ladislav Lis podezřelý z přečinu /,,,1989,"Lis, Ladislav,",disidenti;lidská práva;trestné činy;samizdat,zprávy
14577,Sdělení č. 1106 : Jan Rampich trestně stíhán za Několik let /,,,1989,"Rampich, Jan;Rampichová, Luciana",petice;trestní stíhání;samizdat;exilový kulturní život;politická perzekuce;domovní prohlídka,zprávy
14578,Hoši od pivní řeky : sepsáno ku slávě českého pivovarnictví.,,,1988,,,české povídky
14579,[Texty] /,,,1988,,,písňové texty
14580,"Metalice : [Prázdný pivo, prázdný necky] /","Hagen, Lou Fanánek,",jn19981001381,1988,,,písňové texty
14581,[Texty].,,,1988,,,písňové texty
14582,Czechoslovakia’s Plastic People : East Bloc’s Top Underground Rock Band Tours the US /,"Ryback, Timothy W.,",xx0107994,1989,"Hlavsa, Milan,;Brabenec, Vratislav,;Jirous, Ivan Martin,;Němcová, Michaela",undergroundová kultura;perzekuce;hudební skupiny;koncerty,portréty
14583,"Rozhovor Kavárny se spisovatelem, dramatikem Ivanem Klímou o ""trojkolejné"" literatuře. /","Klíma, Ivan,",jk01060513,1989,"Hrabal, Bohumil,;Kundera, Milan,;Havel, Václav,;Škvorecký, Josef,;Klíma, Ivan,",čeští spisovatelé;nezávislí spisovatelé;svoboda;literatura a ideologie;kulturní politika;cenzura;normalizace (1969-1989 : Československo);samizdat;samizdatová literatura;undergroundová kultura;exil;exilová literatura,rozhovory
14584,Orlík /,"Landa, Daniel,",jn20000710404,1989,,hudební skupiny;skinheads (hnutí);vlastenectví;nacionalismus,články
14585,"Rockový koncert ""Kavárna sobě i tobě"" 14. 5. 1989 /","Jarchovský, Petr,",jn99240000370,1989,,benefiční koncerty;koncerty;rock;punk (hnutí);punk (hudba);skinheads (hnutí);undergroundová kultura,reportáže
14586,Turné po Spojených státech /,"Hlavsa, Milan,",jn20000728182,1989,"Jirous, Ivan Martin,;Brabec, Jan,;Kabeš, Jiří,;Brabenec, Vratislav,;Wilson, Paul R.;Topol, Filip,;Škvorecký, Josef,",undergroundová kultura;hudební skupiny;koncerty;turné,rozhovory
14587,Současná dramatická tvorba pro děti a mládež? /,"Chaun, Igor,",jn19990009853,1989,"Rejžek, Jan,",kritika společnosti;kritika politiky;reálný socialismus;normalizace (1969-1989 : Československo);literatura pro děti a mládež;film pro děti a mládež,články
14588,[Na letošním mezinárodním filmovém festivalu v Cannes...] /,"Kusturica, Emir,",xx0028410,1989,"Kusturica, Emir,;Hrabal, Bohumil,;Vančura, Vladislav,;Forman, Miloš,;Juráček, Pavel,;Vávra, Otakar,;Zeman, Karel,",filmové festivaly a přehlídky;film;filmoví režiséři;Romové;česká literatura;kulturní diverzita,rozhovory
14589,O životě a tak... : s Ivanem Rajmontem a Karlem Steigerwaldem /,"Rajmont, Ivan,",jk01101970,1989,"Rajmont, Ivan,;Steigerwald, Karel,;Suchařípa, Leoš,;Ornest, Jiří,;Burian, Emil František,;Grossman, Jan,;Havel, Václav,",divadlo;české drama;dramatici;divadelní režiséři;normalizace (1969-1989 : Československo);kulturní politika;národní divadla;pedagogická praxe,rozhovory
14590,Na konci tunelu Martin Mejstřík.,"Mejstřík, Martin,",jo20010092727,1989,,,cestopisy;české prózy;úryvky
14591,"[Na kulturních akcích potkávám občas tichého, nenápadného muže...] /","Srp, Karel,",jn20000710586,1989,,kulturní instituce a organizace;vydávání a distribuce knih;vydávání periodik;koncerty;výstavy,rozhovory
14592,Špinavé metody /,AA,,1989,"Havel, Václav,;Landovský, Pavel,;Szczerski, Piotr;Jakus, Mariusz,;Molicki, Jan",české drama;čeští dramatici;cenzura;divadelní inscenace;studentské divadelní soubory;divadelní festivaly a přehlídky,články
14593,Sdělení č. 1107 : bratislavští aktivisté budou souzeni /,,,1989,"Čarnogurský, Ján,;Kusý, Miroslav,;Ponická, Hana,;Selecký, Anton,;Maňák, Vladimír",soudní procesy;kultura a ideologie;samizdat;politická perzekuce,zprávy
14594,Slovo o slovu /,"Havel, Václav,",jk01040240,1989,"Rushdie, Salman,;Vaculík, Ludvík,;Stárek, František,;Lenin, Vladimir Il‘jič,;Gorbačev, Michail Sergejevič,",svoboda projevu;cenzura;jazyk a ideologie;samizdat;morálka a společnost;ceny a vyznamenání,projevy
14595,Rozhovor Vokna s Ivou Vojtkovou /,"Vojtková, Iva",,1989,"Stárek, František,",samizdatové časopisy;soudní procesy;kultura a ideologie;politická perzekuce;političtí vězni,rozhovory
14596,V samizdatu nově vyšlo...,,,1989,Pius,náboženství a politika;samizdat;nezávislé občanské iniciativy;kultura a ideologie,zprávy
14597,Roky Lula /,"Rezvani, Serge,",xx0137749,1978,"Rezvani, Serge,",francouzští spisovatelé;výtvarní umělci;ekologie,bio-bibliografické poznámky;francouzské prózy;poezie v próze;úryvky
14598,[Básně] /,Batrouvid,,1978,,,česká poezie
14599,Na hradě : [Gotický chrám s barokní věží] /,"Balabán, Daniel,",jn19990201011,1982,,,česká poezie
14600,Kádrová rezerva : [Z Hory snesli Navrch] /,"Honke,",av20221151358,1982,,,česká poezie
14601,Křesťané za Petra Cibulku.,,,1989,"Cibulka, Petr,;Krupauer, Jaroslav",solidarita;političtí vězni;kultura a ideologie;náboženství a politika;samizdat;lidská práva,zprávy
14602,[Básně] /,"Mao, Zedong,",jn20000701142,1978,,,čínská poezie
14603,Solidarita s Lidovými novinami.,,,1989,"Adamec, Ladislav,;Ruml, Jiří,;Zeman, Rudolf,",solidarita;novináři;samizdatové časopisy;politická perzekuce;lidská práva;svoboda tisku,zprávy
14604,Zřeknutí se titulu.,,,1989,"Kňažko, Milan,",herci;politická perzekuce;Zasloužilý umělec (titul);dopisy,zprávy
14605,[Ok ubývá na řetězu] /,"Honke,",av20221151358,1982,,,česká poezie
14606,Kvartet monologů v zahrádce vagónu : [Stolky bdící] /,"Honke,",av20221151358,1982,,,česká poezie
14607,příliš krátké stíny... : [Příliš krátké stíny] /,"Balabán, Daniel,",jn19990201011,1982,,,česká poezie
14608,Endogenní deprese : [Tam z nebe visí kabely] /,"Balabán, Daniel,",jn19990201011,1982,,,česká poezie
14609,Rozhovory? : [Musíme spolu hovořit] /,"Balabán, Jan,",jn19990202001,1982,,,česká poezie
14610,Zemřel Lubomír Polák.,,,1989,"Polák, Lubomír,;Popper, Karl R.;Lorenz, Konrad,",úmrtí;samizdatové časopisy;překlady do češtiny;kultura a ideologie;nezávislá literatura,zprávy
14611,Miroslav Jasiński nevpuštěn na čs. území.,,,1989,"Jasiński, Mirosław,",politická perzekuce;političtí aktivisté;kultura a ideologie;deportace;lidská práva,zprávy
14612,"[Den se nachýlí, ani nevíš jak, jenom kaštany si pamatují...] /","Balabán, Jan,",jn19990202001,1982,,,české prózy;črty
14613,Stěhování : [Knihy] /,"Honke,",av20221151358,1982,,,česká poezie
14614,Koš plný odpadků /,Morris,,1982,,,české povídky
14615,Dokument Charty 77/68/89 : za Milanem Hüblem /,"Havel, Václav,",jk01040240,1989,"Hübl, Milan,;Vondra, Alexandr,",historici;političtí aktivisté;náhlá smrt;publicisté;komunisté;kultura a ideologie,nekrology
14616,[Noc reflexivní lyriky] /,"Balabán, Daniel,",jn19990201011,1982,,,česká poezie
14617,"Úsměv dnům se vytrácí : [Úsměv dnům se vytrácí,] /","Honke,",av20221151358,1982,,,česká poezie
14618,Dokument Charty 77/70/89 : dopis k tiskovému zákonu /,"Němcová, Dana,",jo2002103572,1989,"Vondra, Alexandr,",svoboda projevu;svoboda tisku;lidská práva;politická perzekuce;samizdatové časopisy;tiskový zákon,dopisy
14619,[Obálky domů rozlepí] /,"Balabán, Daniel,",jn19990201011,1982,,,česká poezie
14620,"Zrušení koksovny Trojice : [Bělásku, v cáru rubáše,] /","Honke,",av20221151358,1982,,,česká poezie
14621,Koksovna Trojice : [Záplavy uhlí kde padaly] /,"Balabán, Jan,",jn19990202001,1982,,,česká poezie
14622,Cesta pro milence : [Růžová dálka] /,"Balabán, Daniel,",jn19990201011,1982,,,česká poezie
14623,Sdělení č. 1113 : hlavní líčení s Jiřím Jelínkem /,,,1989,"Jelínek, Jiří,",letáky;soudní procesy;politická perzekuce;dezinformace;překvalifikování trestného činu,zprávy
14624,Jak je dobré pivo pít aneb můj pohled na Egona /,Batrouvid,,1978,"Bondy, Egon,",čeští spisovatelé;čeští básníci;grafomanie;undergroundová kultura;lidová kultura;pivo,články
14625,[Dudlíky pro trpaslíky] /,"Balabán, Daniel,",jn19990201011,1982,,,česká poezie
14626,[Než se setmí v černém lese] /,"Balabán, Daniel,",jn19990201011,1982,,,česká poezie
14627,V té noci : [V té noci spolu bloudíme] /,"Balabán, Jan,",jn19990202001,1982,,,česká poezie
14628,Je neděle a já jedu do kostela : [Je neděle a já jedu do kostela] /,"Honke,",av20221151358,1982,,,česká poezie
14629,Léto : [Třepotavý let motýlů] /,Bud,,1982,,,česká poezie
14630,Petr Cibulka bude propuštěn? /,"Hulík, Milan,",pna2007383887,1989,"Cibulka, Petr,;Machourek, Jiří",političtí vězni;politická perzekuce;trestní stíhání;kultura a ideologie;lidská práva;advokáti,zprávy;rozhovory
14631,Jazzový román saxofonisty Dannyho : pár subjektivních poznámek na okraj Miráklu.,,,1978,"Škvorecký, Josef,",český román;čeští spisovatelé;socialismus;katolicismus;jazz;sex,články
14632,Festival nezávislé české kultury ve Vratislavi.,,,1989,"Nohavica, Jaromír,;Dědeček, Jiří,;Tigrid, Pavel,;Schwarzenberg, Karel,;Pelikán, Jiří,;Kryl, Karel,",alternativní kultura;festivaly;politická perzekuce;diskuse;koncerty;filmy;česko-polské vztahy,reportáže
14633,Krajina známá cizí / : [Cizí tvář známé krajiny] /,"Balabán, Daniel,",xx0075714,1982,,,česká poezie
14634,"[kámen vypadl ze zdi, kdesi se raduje] /","Balabán, Jan,",jn19990202001,1982,,,česká poezie
14635,Laň : [černé čáry po saních] /,"Balabán, Jan,",jn19990202001,1982,,,česká poezie
14636,Podivní mloci : [Zní z kotle harmonika trolejí] /,"Balabán, Jan,",jn19990202001,1982,,,česká poezie
14637,[mamí mamí mamí] /,"Balabán, Daniel,",jn19990201011,1982,,,česká poezie
14638,Skácel Jan /,"Skácel, Jan,",jk01111393,1989,"Skácel, Jan,",česká poezie;čeští básníci;úmrtí,medailony;česká poezie
14639,Ráno po sobotě : [Tři sestry] /,"Balabán, Jan,",jn19990202001,1982,,,česká poezie
14640,[Obrovská vrána křičí z knížky] /,"Balabán, Daniel,",jn19990201011,1982,,,česká poezie
14641,/laň / : [A ona bude stále ubíhat] /,"Balabán, Jan,",jn19990202001,1982,,,česká poezie
14642,[Kam spolu výjdeme] /,"Balabán, Daniel,",xx0075714,1982,,,česká poezie
14643,Pozor na jaro /,"Balabán, Jan,",jn19990202001,1983,,jaro;podzim,úvahy;úvodníky
14644,Pozor na jaro : [Pozor na jaro] /,"Honke,",av20221151358,1983,,,česká poezie
14645,"[... a protože ji miloval, chtěl s ní mít zahrádku.] /","Balabán, Jan,",jn19990202001,1983,,,česká poezie;úryvky
14646,[Přijít se podívat a zase jít] /,"Balabán, Daniel,",jn19990201011,1983,,,česká poezie
14647,Odvod 1983 : [Sto kapek moči] /,"Honke,",av20221151358,1983,,,česká poezie
14648,[Zeptej se kamenů z Bruntálu] /,"Balabán, Daniel,",jn19990201011,1983,,,česká poezie
14649,[...Bylo to za první světové války někde u Verdunu] /,"Balabán, Jan,",jn19990202001,1983,,,česká poezie;úryvky
14650,[Ztemněním bezrozměrná obětní síň.] /,"Honke,",av20221151358,1983,,,česká poezie
14651,[Monotónní je] /,"Balabán, Jan,",jn19990202001,1983,,,česká poezie
14652,[Básně] /,"Hynek, Karel,",jk01043440,1989,"Hynek, Karel,",čeští básníci,bio-bibliografické poznámky;česká poezie;české prózy
14653,[Kolikrát vylije se řeka] /,"Balabán, Daniel,",jn19990201011,1983,,,česká poezie
14654,Hrobař : [Za okny restaurace kytky povadlý].,,,1983,,,česká poezie
14655,[Básně] /,"Koch, Milan,",jz8000564,1989,"Koch, Milan,",čeští básníci,bio-bibliografické poznámky;česká poezie
14656,Tajné srdce hodin : výbor ze zápisků 1942-1985 /,"Canetti, Elias,",jn19990001316,1989,"Canetti, Elias,;Stromšík, Jiří,",,aforismy;zápisky;úryvky
14657,Revoluce /,"Podraga, Skiol,",js20011212018,1988,,,české povídky
14658,[Vážený čtenáři...] /,,,1988,,samizdatové časopisy;literární časopisy,úvodníky
14659,Anekdeta /,"Podraga, Skiol,",js20011212018,1988,,,anekdoty
14660,Dopis Magorovi /,,,1989,"Jirous, Ivan Martin,",čeští básníci;undergroundová kultura;politická perzekuce;političtí vězni,dopisy
14661,Krátce ze zbývajícího obsahu.,,,1988,,časopisecké články,obsahy;inzeráty;parodie
14662,Blues prvního mejdanu : [Blues roztažený prdele] /,Whiskey,av20221154442,1988,"Ryba, Oscar,",,česká poezie
14663,Jak jsme prožívali 50. léta v rodině /,"Šimek, Miloslav,",jk01130046,1989,,,české povídky
14664,SAR.,,,1989,,umělecké společnosti;občanská angažovanost;happening (umění);absurdita,zprávy
14665,[SAR...] /,"Hos, V.",,1989,,happening (umění);performance (umění);umělecké společnosti,zprávy
14666,[Pavel Drahoš...].,,,1989,"Drahoš, Pavel",česká poezie;čeští básníci;knižní novinky,inzeráty
14667,Heidegger /,"Patočka, Jan,",jk01091914,1978,"Heidegger, Martin,;Husserl, Edmund,;Aristotelés,",filozofie;fenomenologie;ontologie (filozofie),články
14668,V samizdatu nově vyšlo...,,,1989,"Anežka Česká,",samizdatové časopisy;náboženství a politika;kultura a ideologie;ekologie,zprávy
14669,Martin Heidegger v rozhovoru s Richardem Wisserem.,"Heidegger, Martin,",jn19990009594,1978,"Heidegger, Martin,;Marx, Karl,;Nietzsche, Friedrich,;Leibniz, Gottfried Wilhelm,;Aristotelés,",filozofie;filozofické myšlení;bytí;metafyzika;filozofie a věda;technika a společnost,rozhovory
14670,Mr Nobody /,"Ryba, Oscar,",jn19990009975,1988,,,české povídky
14671,"To bych blil : [Ježíš marja, to je kunda!] /",Whiskey,av20221154442,1988,"Ryba, Oscar,",,česká poezie
14672,"Pobožný střelec : Napínavé líčení života drsných cowmanů z divokého Západu. Zaujme i čtenáře, kteří sedí ve Slavii a pravidelně mudrují - viz dotazník TS FAN Clubu.",,,1988,,,české povídky
14673,Sputnik /,"Kahuda, Václav,",jn19990209335,1988,,,české povídky
14674,Setkání.,"Ryba, Oscar,",jn19990009975,1988,,,česká poezie
14675,Steroglova kletba /,"Ryba, Oscar,",jn19990009975,1988,,,české povídky
14676,Dějiny filosofie II : Konfucius /,"Bondy, Egon,",jk01012610,1978,"Konfucius,;Voltaire,;Kant, Immanuel,",čínská filozofie;konfucianismus;etika;ctnosti;spravedlnost;humanismus,studie
14677,Ceplechovská tragédie.,"Ryba, Oscar,",jn19990009975,1988,"Ceplecha, Bohumil,",karikaturisté;výtvarní umělci;kulturní život,české povídky;komiksy;kreslené vtipy;poznámky
14678,To fem teda eště nežral.,"Podraga, Skiol,",js20011212018,1988,,,české povídky;české prózy;česká poezie;črty
14679,"Malý český zen : aneb popis jednoho zápasu o několika kapitolách, mnoha nejasnostech, několika vtipných větách a celkovém zmatení pojmů, jak ""ho"" sepsal snaživý amateur /","Marek, Vlastimil,",jn99240000675,1978,,zen-buddhismus;sebepoznání;duchovní cesta,úvahy;parodie
14680,Andy Warhol (text přednášky) /,"Jirous, Ivan Martin,",jn19981001568,1978,"Warhol, Andy,;Rauschenberg, Robert,;Johns, Jasper,;Lichtenstein, Roy,",výtvarní umělci;pop art;reklama a propagace;osobnosti;komiks;experimentální film;mystifikace,přednášky
14681,"Nekonečná poezie hudebně-alternativního hnutí : prepared for publication by The Almanach 2,25’s editorial board /","Nosek, Tomáš",,1988,"Nosek, Tomáš",hudební skupiny;rock;koncerty;hudebníci;hudební život;hudební improvizace,rozhovory;reportáže;medailony;písňové texty;fejetony;črty
14682,Skaneme...? /,"Lenert, Bohdan",av20181014284,1989,,,česká poezie
14683,Odpoledne /,"Salava, Miroslav,",jn99240001033,1989,,,české povídky
14684,[Básně] /,"Murrer, Ewald,",jn19992000746,1989,"Wernisch, Ivan,",,česká poezie
14685,"Zámek Buštěhrad : [Vítr rozhrnoval koruny stromů a keře,] /","Chlíbec, Bohdan,",jn19990202002,1989,,,česká poezie
14686,[Básně] /,"Salava, Miroslav,",jn99240001033,1989,,,česká poezie
14687,Uzurpátor (pomocný text k určení vymezeného prostoru) /,"Veselý, Aleš,",jn20000402517,1989,,,česká poezie;poezie v próze
14688,Popp a Mingel /,"Kaschnitz, Marie Luise,",ola2001100280,1989,,,německé povídky
14689,Nábojnice /,"Salava, Miroslav,",jn99240001033,1989,,,české povídky
14690,Básně ze sbírek Pacientura a Kamenologie řeči /,"Smrček, Ladislav",,1989,,,česká poezie
14691,[Řádil tu krutý vrah...] /,"Vožniak, Jaroslav,",jn20000402613,1989,"Kříž, Jan,",,české povídky
14692,Návštěva ze Západního Berlína.,,,1989,"Momper, Walter;Šabatová, Anna,;Uhl, Petr,;Vaculík, Ludvík,;Zeman, Rudolf,;Čarnogurský, Ján,",sociální demokraté;cenzura;rozhovor;političtí vězni;kultura a ideologie;svoboda tisku;samizdatové časopisy;česko-německé vztahy,zprávy
14693,Švédský parlament o občanských právech v Československu.,,,1989,"Kusý, Miroslav,;Devátý, Stanislav,;Čarnogurský, Ján,;Andersson, Sten",političtí vězni;lidská práva;kultura a ideologie;solidarita;česko-švédské vztahy,zprávy
14694,Protest Mezinárodní federace vydavatelů novin.,,,1989,"Giovannini, Giovanni;Zeman, Rudolf,;Ruml, Jiří,;Adamec, Ladislav,",novináři;svoboda tisku;solidarita;političtí vězni;lidská práva,dopisy
14695,Solidarita s politickými vězni.,,,1989,"Jelínek, Jiří,;Stárek, František,;Gruntorád, Jiří,",političtí vězni;samizdatové časopisy;kultura a ideologie;letáky;solidarita;dopisy,zprávy
14696,Odvolání Ludmily Vítkovičové.,,,1989,"Vítkovičová, Ludmila",samizdat;policejní výslech;politická perzekuce;domovní prohlídka;nezákonné jednání,zprávy
14697,Nové iniciativy.,,,1989,"Kačer, Jan,;Havel, Václav,;Preclík, Vladimír,;Lasica, Milan,;Bocheński, Jacek,;Jasiński, Krzysztof",kultura a ideologie;alternativní kultura;umělci;nezávislé občanské iniciativy;svoboda tisku,zprávy
14698,Protest České filharmonie.,,,1989,"Neumann, Václav,",solidarita;lidská práva;umělci;petice;politická perzekuce;kultura a ideologie,zprávy
14699,Pohřeb Milana Hübla.,,,1989,"Hübl, Milan,;Němcová, Dana,;Křen, Jan,;Dubček, Alexander,",pohřby;političtí aktivisté;historici;kultura a ideologie,zprávy
14700,[Básně] /,"Blatný, Ivan,",jk01012262,1989,"Blatný, Ivan,;Orten, Jiří,;Seifert, Jaroslav,",výročí;čeští básníci;česká poezie;exiloví básníci;exil,česká poezie;předmluvy
14701,Konec kruhu /,"Murrer, Ewald,",jn19992000746,1989,,,české povídky
14702,Výbor ze sbírky Samomluva /,"Škarda, Martin",,1989,,,česká poezie
14703,Magorie aneb Příběh velké lásky /,"Berková, Alexandra,",jk01011850,1989,,,české romány;úryvky
14704,Sdělení redakční rady Infochu /,,,1989,,demokratizace;samizdatové časopisy;lidská práva;redakční práce,úvodníky
14705,[Básně] /,i.i.,,1988,,,česká poezie
14706,Tlouklo DVANÁCT : [na BUBEN].,,,1988,,,česká poezie
14707,Sdělení č. 1114 : domovní prohlídka u Ludmily Vítkovičové /,,,1989,"Vítkovičová, Ludmila;Tomášek, František,",samizdat;kultura a ideologie;náboženství a politika;aktivismus;politická perzekuce;domovní prohlídka,zprávy
14708,[Básně] /,"Murrer, Ewald,",jn19992000746,1988,,,česká poezie
14709,[Básně] /,"Otto, Pavel",,1988,,,česká poezie
14710,Sdělení č. 1116 : soud s bratislavskými aktivisty /,,,1989,"Čarnogurský, Ján,;Kusý, Miroslav,;Ponická, Hana,;Selecký, Anton,;Maňák, Vladimír",soudní procesy;političtí vězni;kultura a ideologie;samizdat,zprávy
14711,[Básně] /,"Šafr, Pavel",,1988,,,česká poezie
14712,3 x pan Jo /,"Salava, Miroslav,",jn99240001033,1988,,,české povídky
14713,[Básně] /,"Petrlíková, Jolana",,1988,,,česká poezie
14714,Večer - pohraničí na severu : [Procházím se s přítelem po hřbitově.] /,"Chlíbec, Bohdan,",jn19990202002,1988,,,česká poezie
14715,[Básně] /,"Gustav, Tomáš",,1988,,,česká poezie
14716,Pivní kámoš /,"Bukowski, Charles,",jn20000720038,1988,,,americké povídky
14717,1. studie k manifestu programové skupiny Humbuk.,,,1978,,umělecká hnutí;umělecké programy a manifesty,manifesty;parodie;česká poezie
14718,Studie o 1. studii A vlastně 2. studie programové skupiny Humbuk.,,,1978,,surrealismus (literatura);dadaismus (literatura),manifesty;komentáře;česká poezie;experimentální poezie
14719,Sdělení č. 1117 : Petr Uhl trestně stíhán /,,,1989,"Uhl, Petr,;Šmíd, Martin",Sametová revoluce (1989 : Československo);dezinformace;omluva;násilí;trestní stíhání,zprávy
14720,[Básně].,,,1978,,,česká poezie
14721,[Básně]. /,"Kuča, Jiří",,1978,,,česká poezie
14722,"[Všechny příběhy teď vyúsťují v bod, kdy se tráva pohne v kořenech...].",,,1978,,,experimentální prózy
14723,Sdělení č. 1120 : Václav Řezáč podezřelý z přečinu /,,,1989,"Vaculík, Ludvík,;Řezáč, Václav",politická perzekuce;nezávislé občanské iniciativy;samizdat;trestné činy;domovní prohlídka,zprávy
14724,Shrnutí Informačního servisu NTS a VIA z 26. 11. 1989.,,,1989,"Cibulka, Petr,;Čarnogurský, Ján,;Kusý, Miroslav,;Ruml, Jiří,;Zeman, Rudolf,;Husák, Gustáv,;Jirous, Ivan Martin,;Stárek, František,;Polanský, Ivan,",informace;političtí vězni;kultura a ideologie;alternativní kultura;lidská práva;milost (právo);Sametová revoluce (1989 : Československo),zprávy
14725,Dokument Charty 77/1/90 : noví mluvčí Charty 77 /,"Němcová, Dana,",jo2002103572,1990,"Lehký, Miroslav;Ruml, Jan,;Tyl, Miroslav,",lidská práva;nezávislé občanské iniciativy;samizdat,zprávy
14726,Žádost o ukončení studia /,"Kubánek, Robert,",xx0014720,1988,,,dokumenty;poezie v próze;česká poezie
14727,Mrznoucí krev : [Pulsuje mi v žilách krev] /,Dán,,1988,,,česká poezie
14728,Výpisek z knihy: Ladislav Klíma Traktáty a diktáty.,"Klíma, Ladislav,",jk01060531,1978,"Klíma, Ladislav,",,stati;úvahy;úryvky
14729,Životopisy nových mluvčích Charty 77.,,,1990,"Lehký, Miroslav;Ruml, Jan,;Tyl, Miroslav,;Patočka, Jan,",aktivismus;samizdatové časopisy;publicisté;lidská práva;náboženství a politika,medailony;zprávy
14730,Neděle /,"Horák, Ivan",,1988,,,české povídky
14731,Realizovaná a realizující báseň : [Jste jako růže].,,,1978,"Sade, Donatien Alphonse François,",,česká poezie
14732,Balada : [Uč se 1].,,,1978,,,česká poezie
14733,Hnus Herodesův : [Na náměstí v kotli se vařili dětské nožičky].,,,1978,,,česká poezie
14734,Torzo : [Vidím podstavec bez pomníku].,,,1978,,,česká poezie
14735,[Básně].,,,1978,,,česká poezie
14736,[Milí přátelé...] /,"Ponická, Hana,",jn19990209681,1991,"Havel, Václav,;Prunskienė, Kazimira;Vaculík, Ludvík,;Gruntorád, Jiří,",politika;redakční práce;komunismus;samizdat;demokratizace,úvodníky
14737,Čeho je třeba /,"Vaculík, Ludvík,",jk01141068,1991,,lidská práva;demokratizace;Sametová revoluce (1989 : Československo);nevládní instituce a organizace;rozpuštění politických stran a hnutí,úvahy
14738,Informace o Libri prohibiti a pozvání k návštěvě /,"Gruntorád, Jiří,",jn20000400824,1991,,knihovny;samizdat;exilový kulturní život;alternativní kultura,zprávy
14739,O smyslu rozhovoru /,"Klímová, Helena,",jk01060597,1991,,sémantika;rozhovor;veřejná debata;instituce a organizace,úvahy
14740,Prohlášení Charty 77 k událostem 25. února 1948 /,"Ruml, Jan,",jn20000402144,1991,,Únor (1948 : Československo);lidská práva;demokratizace;komunismus,prohlášení
14741,Dokument Charty 77/13/1990 : věříme v občanský rozum /,"Ruml, Jan,",jn20000402144,1991,"Masaryk, Tomáš Garrigue,",dezinformace;zpravodajské služby;zednářské lóže;propaganda,prohlášení
14742,Opsáno: Vratislav Effenberger - Výtvarné projevy surrealismu.,"Effenberger, Vratislav,",jk01030310,1978,"Effenberger, Vratislav,;Štyrský, Jindřich,;Teige, Karel,;Nezval, Vítězslav,",sny,úryvky;poznámky
14743,Fragmenty.,,,1978,"Orten, Jiří,",individualismus;sny,dopisy;úryvky
14744,"[Sen z 12. srpna, který se mi zdál v Táboře...].",,,1978,"Nerval, Gérard de,;Breton, André,",sny,české prózy
14745,Skupina výtvarných umělců Štyrský a Toyen v Brně /,"Teige, Karel,",jk01132144,1978,"Štyrský, Jindřich,;Toyen,;Neumann, Stanislav Kostka,",umělecké výstavy;surrealismus (umění);umělecká avantgarda;umění a ideologie;formalismus;realismus (umění);cenzura;perzekuce,články;soupisy
14746,Kongres Spojených států severoamerických /,"Ponická, Hana,",jn19990209681,1991,,právo na informace;zahraniční vysílání;kultura a ideologie;rozhlas,dopisy
14747,Dokument Charty 77/4/91 : vyjádření Charty 77 k osudu Občanského deníku /,"Klímová, Helena,",jk01060597,1991,,noviny;vydávání periodik;instituce a organizace,prohlášení
14748,Odkud a kam Charto 77 /,"Janát, Bohumír,",xx0015723,1992,,lidská práva;politická moc;morálka a společnost;alternativní kultura,projevy
14749,O časopisu Charty 77 /,"Ruml, Jiří,",jk01103056,1992,,časopisy;rozpuštění politických stran a hnutí;postkomunismus,zprávy
14750,"[1. Vzhledem k tomu, že dosavadní podoba Charty...] /","Krupička, Vladislav",kn20051024050,1992,,politické instituce a organizace;časopisy;rozhlasové vysílání;televizní vysílání;financování institucí a organizací,dopisy
14751,KŠAFT Charty 77 /,"Palouš, Radim,",jk01091617,1992,,rozpuštění politických stran a hnutí;aktivismus;morálka a společnost;lidská práva;politická perzekuce,úvahy
14752,Dokument Charty 77/9/92 /,,,1992,,lidská práva;rozpuštění politických stran a hnutí;aktivismus,zprávy
14753,[Milí přátelé...] /,"Joachimová, Eva,",jn20000401259,1992,"Battěk, Rudolf,;Němcová, Dana,;Vohryzek, Josef,;Janát, Bohumír,",lidská práva;rozpuštění politických stran a hnutí;dialog;polemiky,dopisy
