,title,author,author code,year,figures,description,genre
1748,Ludvík Vaculík píše do Neue Zürcher Zeitung /,"Vaculík, Ludvík,",jk01141068,1981,,samizdatové edice,zprávy
1749,Abiturienti v exilu /,"Škutina, Vladimír,",jk01130395,1981,"Voskovec, Jiří,",česká literatura,fejetony
1750,Dovětek k jedné melancholii /,"Beneš, Jan,",jk01011587,1981,"Liehm, A. J.;Lustig, Arnošt,",česká literatura,glosy
1751,"Čtenáři, prosím, poraďte! Jsem v rozpacích /","Josten, Josef,",jk01052111,1981,"Goldstücker, Eduard,",exil;česká literatura,komentáře
1752,Tři Drábci : (K osmdesátinám dr. Jaroslava Drábka.) /,"Škutina, Vladimír,",jk01130395,1981,"Drábek, Jaroslav,;Drábek, Jan,",osobnosti,medailony
1753,Básníkova věčná výzva /,"Vaněčková, Dagmar,",js20030421010,1981,"Dyk, Viktor,",osobnosti,medailony
1754,Bez nářků u Zdi nářků : (13 otázek V.Fischlovi.) /,"Fischl, Viktor,",jo19990047113,1981,"Fischl, Viktor,",osobnosti,rozhovory
1755,Moravův Havlíček konečně vychází! /,"Škutina, Vladimír,",jk01130395,1981,"Morava, Jiří,",osobnosti,poznámky
1756,Vážený pane redaktore... /,"Brodská, Zdenka,",jk01013144,1981,"Hejl, Vilém,;Beneš, Jan,",osobnosti,polemiky
1757,Modré studánky Jiřího Škvora /,"Liška, Karel",,1981,"Javor, Pavel,",osobnosti,paměti
1758,Návrat Ladislava Klímy /,"Morava, Jiří,",jk01082028,1981,"Klíma, Ladislav,;Gillar, Jaroslav,",čeští spisovatelé,portréty;aforismy
1759,Jak Josef Josten udělal z Kozáka atamana /,"Škutina, Vladimír,",jk01130395,1981,"Kozák, Jan,;Josten, Josef,;Lockhart, Robert Hamilton Bruce,",osobnosti,paměti
1760,"Náš rozhovor : S Jiřím Ledererem aneb ""Nedejte se, bojujte, držíme vám palce..."" /","Lederer, Jiří,",jk01071746,1981,"Lederer, Jiří,",osobnosti,biografické poznámky;rozhovory
1761,Rozhovor s Olgou Neveršilovou /,"Neveršilová, Olga,",jk01090125,1981,"Neveršilová, Olga,",česká poezie;prvotiny,biografie
1762,Demokrat Ferdinand Peroutka /,"Škutina, Vladimír,",jk01130395,1981,"Peroutka, Ferdinand,",osobnosti,medailony
1763,Český orloj /,"Vaněčková, Dagmar,",js20030421010,1981,"Šiktanc, Karel,",osobnosti,recenze
1764,Velká povídka o Americe Josefa Škvoreckého /,"Beneš, Jan,",jk01011587,1981,"Škvorecký, Josef,",osobnosti,recenze
1765,Karel Trinkewitz padesátkrát.,,,1981,"Trinkewitz, Karel,;Daníčková, Sylva,;Bošek, Pavel,;Seydl, Zdenek,;Smržová, Vlasta,;Werich, Jan,",čeští básníci,příspěvky
1766,Jak jsem potkala Jiřího Voskovce /,"Fuchsová, Jiřina,",jk01032139,1981,"Voskovec, Jiří,",osobnosti,paměti
1767,Werich a pražské zvony /,"Kubias, Jaromír",jx20091202012,1981,"Škutina, Vladimír,;Werich, Jan,",memoárová literatura,glosy
1768,Zahradníček - básník českého charakteru /,"Gillar, Jaroslav,",jk01032432,1981,"Zahradníček, Jan,",literární druhy;osobnosti,medailony
1769,Před 80 léty zemřel Julius Zeyer : Vzpomínky na básníka /,"Vaněčková, Dagmar,",js20030421010,1981,"Zeyer, Julius,",osobnosti,medailony
1770,"Jaromír Netík, Revoluce na objednávku /","Slavík, Zdeněk",,1982,"Netík, Jaromír,",literatura,recenze
1771,Knihkupectví Dialog ve Frankfurtu /,"Hora, Václav,",av20211121461,1982,,exilová nakladatelství a vydavatelství,zprávy
1772,10 let unie Jirků : Radosti a strasti s českou knihou v exilu /,"Jirků, Miroslav",,1982,,exilová nakladatelství a vydavatelství;knihkupectví,články
1773,Kytaromagie Vladimíra Veita /,"Škvorecký, Josef,",jk01130413,1982,"Veit, Vladimír,",česká literatura,glosy
1774,Antiessay /,"Beneš, Jan,",jk01011587,1982,"Hájek, Jiří;Hons, Václav,;Gruša, Jiří,;Hvížďala, Karel,",česká literatura,eseje
1775,Binar a Brettschneidrová /,"Vaněčková, Dagmar,",js20030421010,1982,"Binar, Ivan,",osobnosti,referáty
1776,Invalidní sourozenci - musíte číst! /,"Škutina, Vladimír,",jk01130395,1982,"Bondy, Egon,",osobnosti,recenze
1777,Strmá cesta k vrcholu poezie /,"Strož, Daniel,",jk01121506,1982,"Diviš, Ivan,",česká literatura;osobnosti,recenze
1778,Hrací hodiny /,"Žahourek, Jaromil",,1982,"Fischl, Viktor,",osobnosti,recenze
1779,"Fuchsová Jiřina, : básnířka a překladatelka (2.10.1943 v Plzni)",,,1982,"Fuchsová, Jiřina,",osobnosti,biografické poznámky
1780,"Josef Švejk a Josef K., : dva osamělí chodci na Karlově mostě",,,1982,"Gillar, Jaroslav,;Hašek, Jaroslav,;Kafka, Franz,;Škutina, Vladimír,;Trinkewitz, Karel,",osobnosti,poznámky
1781,Pravý Brixen : Po stopách Havlíčkových v jižních Tyrolích /,"Morava, Jiří,",jk01082028,1982,"Havlíček Borovský, Karel,",osobnosti,reportáže
1782,"S Pavlem Landovským o cestě domů, světem a o zastávce ve Vídni /","Landovský, Pavel,",jk01071483,1982,"Landovský, Pavel,",osobnosti,rozhovory
1783,Jiné hry a Sanitární noc /,"Žahourek, Jaromil",,1982,"Landovský, Pavel,",osobnosti,recenze
1784,Dodatek od edice Arkýř /,"Jadrný, Karel,",xx0059551,1982,"Macek, Josef,;Morava, Jiří,;Kalista, Zdeněk,",osobnosti,poznámky
1785,Češka Němcová /,"Žahourek, Jaromil",,1982,"Němcová, Božena,",osobnosti,recenze
1786,Rozkoše nepomíjivé /,"Žahourek, Jaromil",,1982,"Novák, Jan,;Kovtun, Jiří,",osobnosti,polemiky
1787,Sedmdesátiletý Jožka Pejskar - autor památníku Poslední pocta,,,1982,"Pejskar, Jožka,",osobnosti,medailony
1788,K recenzi Českého orloje /,"Strož, Daniel,",jk01121506,1982,"Šiktanc, Karel,;Vaněčková, Dagmar,",osobnosti,poznámky
1789,Vaclíkovo předsnář /,"Škutina, Vladimír,",jk01130395,1982,"Vaculík, Ludvík,",osobnosti,fejetony
1790,Jaro je tady - ale jaké? A proč je pryč? /,"Škutina, Vladimír,",jk01130395,1982,"Vaculík, Ludvík,;Kyncl, Karel,",osobnosti,poznámky
1791,První český samizdat /,,,1982,"Valenta, Vladimír,;Zápotocký, Antonín,",filmoví scenáristé,dopisy
1792,V&W neboli půl a půl : (Příspěvek do Ledererova sborníku o Jiřím Voskovcovi.) /,"Gillar, Jaroslav,",jk01032432,1982,"Voskovec, Jiří,;Werich, Jan,",osobnosti,paměti
1793,"Publishers 68, Toronto /","Beneš, Jan,",jk01011587,1982,"Zahradníček, Jan,;Bittman, Ladislav,",osobnosti,recenze
1794,"Viktor Fischl, Hrací hodiny.",,,1983,"Fischl, Viktor,;Fraenkl, Pavel,",osobnosti,recenze
1795,"Svět, který odletěl /","Vinař, Jan",,1983,"Fischl, Viktor,",osobnosti,recenze
1796,Maso bude vbrzku aneb Osudy literátů za panování Antonína Novotného a Gustáva Husáka /,"Trinkewitz, Karel,",jn19990008608,1983,"Harníček, Martin,",čeští spisovatelé;česká novela;politická perzekuce;exilová nakladatelství a vydavatelství,články;dopisy
1797,K teprve jednasedmdesátým narozeninám Josefa Švejka /,"Škvorecký, Josef,",jk01130413,1983,"Hašek, Jaroslav,",osobnosti,úvahy
1798,Triumf dobrého vojáka /,"Marlow, Frank,",kup20010000061665,1983,"Hašek, Jaroslav,",čeští spisovatelé;český román,stati
1799,Spoluobčan Václav Havel /,"Škutina, Vladimír,",jk01130395,1983,"Havel, Václav,",dramatici;disidenti;političtí vězni;nemoci,glosy
1800,Akce Josten /,"Škutina, Vladimír,",jk01130395,1983,"Josten, Josef,",osobnosti,medailony
1801,Nikoli nekrolog /,"Kyncl, Karel,",jk01071257,1983,"Lederer, Jiří,",osobnosti,nekrology
1802,Kdo byl Jiří Lederer /,"Nepraš, Vladimír,",jk01083193,1983,"Lederer, Jiří,",osobnosti,nekrology
1803,"Dopis Jiřímu Ledererovi, který již nedošel /","Škutina, Vladimír,",jk01130395,1983,"Lederer, Jiří,",osobnosti,nekrology
1804,Mácha v Tyrolích /,"Morava, Jiří,",jk01082028,1983,"Mácha, Karel Hynek,",čeští básníci;pěší turistika,stati
1805,Vzpomínka na Otu Pavla /,"Vaněčková, Dagmar,",js20030421010,1983,"Pavel, Ota,",osobnosti,medailony
1806,Jak tomu doopravdy bylo s babičkou /,"Beneš, Jan,",jk01011587,1983,"Škutina, Vladimír,",český román,recenze
1807,Splněné klukovské sny /,"Škutina, Vladimír,",jk01130395,1983,"Vráz, Enrique Stanko,",osobnosti,recenze
1808,Hysterie se smrtí Jana Wericha /,"Škutina, Vladimír,",jk01130395,1983,"Werich, Jan,;Janoušek, Jiří,",herci;novináři;biografie;politická kampaň;kultura a politika,články
1809,Kde jsou skutečné paměti Jana Wericha? /,"Trinkewitz, Karel,",jn19990008608,1983,"Werich, Jan,",osobnosti,paměti
1810,Kafka v Göteborgu /,"Friedlová, Helena,",jn20000400723,1983,"Kafka, Franz,;Eisner, Pavel,;Jaerve, Harry;Chvojková, Dagmar,;Janouch, František,",maďarská literatura;slovenská literatura,poznámky
1811,Per Odensten (narozen 1938) /,"Friedlová, Helena,",jn20000400723,1983,"Odensten, Per;Havel, Václav,",slovenská literatura,bio-bibliografické poznámky
1812,Román a Evropa : (Jeruzalémský projev.) /,"Kundera, Milan,",jk01070894,1989,,literární teorie;literatura,eseje
1813,O post-moderní době /,"Bělohradský, Václav,",jn19981000419,1989,,literatura;postmodernismus,eseje
1814,Studený nářez s oblohou /,"Brousek, Antonín,",jk01013187,1989,"Měšťan, Antonín,;Hasman, Jakub",pseudonym;dějiny české literatury,recenze
1815,Rusalka anadyomené /,"Gruša, Jiří,",jk01032800,1989,"Kvapil, Jaroslav,",starší česká literatura,eseje
1816,"""Kerou generaci, paní Müllerová...?"" /","Brousek, Antonín,",jk01013187,1989,"Kosková, Helena,",česká literatura,recenze
1817,Česko-české smiřovačky : Z magacínu aktualit a zajímavostí /,"Brousek, Antonín,",jk01013187,1989,"Neff, Ondřej,;Prouza, Petr,",literární druhy;česká literatura,referáty
1818,Z poznámkového sešitu (1988) /,"Richterová, Sylvie,",jn19990209718,1989,"Havel, Václav,",česká literatura,úvahy
1819,"Záznamy z výuky, jak zakroutit nepříteli krkem /","Uhde, Milan,",jk01140606,1989,"Blahynka, Milan,;Blahynková, Kateřina,",česká literatura;ruská literatura,recenze
1820,Básník úzkosti : (Přednáška.) /,"Fučík, Bedřich,",jk01032098,1989,"Deml, Jakub,",osobnosti,studie
1821,Směrodatná hrabalovská monografie /,"Brousek, Antonín,",jk01013187,1989,"Hrabal, Bohumil,;Roth, Susanna,;Lukáš, Jindřich",pseudonym;osobnosti,recenze
1822,Hořký plod všeho zlého /,"Uhde, Milan,",jk01140606,1989,"Kainar, Josef,;Pohorský, Miloš,",osobnosti,recenze
1823,Jazykový koutek /,"Brousek, Antonín,",jk01013187,1989,"Landovský, Pavel,",osobnosti,recenze
1824,Kdo má právo mluvit /,"Uhde, Milan,",jk01140606,1989,"Seifert, Jaroslav,;Brousek, Antonín,;Vaculík, Ludvík,;Pecka, Karel,",osobnosti,referáty
1825,Hřbitov vraků /,"Brousek, Antonín,",jk01013187,1989,"Nezdařil, Ladislav,",dějiny české literatury;maďarská literatura,recenze
1826,Kant v plamenech /,"Benedikt, Jan",xx0070520,1989,"Canetti, Elias,",fašismus;německy psaná literatura,studie
1827,"Srpen '68 byl pomstou za Kolčaka : Neslýchaná téze Vladimíra Maximova, romanopisce a la these /","Brousek, Antonín,",jk01013187,1989,"Maksimov, Vladimir Jemel'janovič,;Tigrid, Pavel,",ruská literatura,medailony
1828,Dr.Ladislav Radimský /,NP.,,1970,"Den, Petr,",osobnosti,zprávy
1829,Jirásek buditel /,"Soumar, J.B.",,1970,"Jirásek, Alois,",osobnosti,medailony
1830,Alois Jirásek a komunisté /,"Soumar, Robert B.",,1970,"Jirásek, Alois,",osobnosti,biografie
1831,Too strong for Fantasy : Nejen glosy k jedné knize /,"Skála, Pavel",,1970,"Davenport, Marcia,;Masaryk, Jan,",americká literatura,recenze
1832,Boj o genia /,"Veselý, Jiří",,1971,"Brodský, Jaroslav,",osobnosti,recenze
1833,Hrátky s čertem /,Ježko,,1971,"Krušina, Karel Jindřich,",,recenze
1834,Jirásek a kolektiv /,"Soumar, J. F.",,1971,"Jirásek, Alois,",čeští spisovatelé;literární život;literatura a politika,články
1835,O jednom pokusu : K pokusu Velena Fanderlíka o nový portrét Boženy Němcové /,R.,,1971,"Němcová, Božena,;Fanderlík, Velen,",osobnosti,recenze
1836,+ Jan Procházka /,NP,,1971,"Procházka, Jan,",osobnosti,nekrology
1837,Kulturní poznámky /,"Slavík, Zdeněk",,1971,"Zlámal, Miloslav,",osobnosti,recenze
1838,Psychologie kýče /,"Veselý, Jiří",,1972,,kýč;literatura,úvahy
1839,Exilová literatura a my : Na okraj výstavy knih a hudebních nahrávek v mnichovském Domě setkání /,"Romanowski, Julius",,1972,"Kratochvil, Antonín,;Künzel, Franz Peter,;Heidler, Alexander,",exil;literární druhy,referáty
1840,Vítězství a prohry exilového Penklubu : ohlédnutí po dvaceti letech /,"Kratochvil, Antonín,",jk01062954,1972,,literární spolky;literární život,články
1841,A ještě Penklub /,"Kopecký, Rudolf,",jk01061689,1972,"Kratochvil, Antonín,;Tigrid, Pavel,",literární spolky;literární život,poznámky
1842,"""Taková to tedy byla doba..."" : Kniha nakladatelských vzpomínek Julia Firta /","Dresler, Jaroslav,",jk01023057,1972,"Firt, Julius,",česká literatura,recenze
1843,Východ je východ - Radoslav Selucký.,,,1972,"Selucký, Radoslav,",osobnosti,recenze
1844,Ještě jednou P.E.N. /,"Kopecký, Rudolf,",jk01061689,1973,,literární spolky;literární život,články
1845,V Londýně o Haškovi /,"Kopecký, Rudolf,",jk01061689,1973,"Kokrda;Hašek, Jaroslav,",čeští spisovatelé,vzpomínky
1846,Třetí sbírka Michala Racka /,"Roubíčková, M.",,1973,"Racek, Michal,",osobnosti,recenze
1847,A to také Exulant : nejen chlebem je člověk živ /,"Hambach, Rudolf",xx0097705,1974,,exilová nakladatelství a vydavatelství,články
1848,Únor a znormalizovaná kultura /,"Kratochvil, Antonín,",jk01062954,1974,,česká literatura;čeští spisovatelé;kultura a politika,články
1849,Popelec československých umělců,,,1974,,česká literatura,referáty
1850,Umřel básník země a domova : Vzpomínka na spisovatele Jana Čepa /,"Dresler, Jaroslav,",jk01023057,1974,"Čep, Jan,",osobnosti,paměti
1851,"Michal Racek, Zelená pastelka... /",S.,,1974,"Racek, Michal,",osobnosti,recenze
1852,Klub kultury v Los Angeles /,"Fuchsová, Jiřina,",jk01032139,1975,,literární život;česká literatura;literatura a kultura,články
1853,"Nejen lidé, i Lidin se mění /","Hambach, Rudolf",xx0097705,1975,"Řezáč, Tomáš,;Lidin, A.,",osobnosti,komentáře
1854,Gulag česky /,"Dresler, Jaroslav,",jk01023057,1975,"Solženicyn, Aleksandr Isajevič,;Holub, František,",ruská literatura,recenze
1855,Masarykova abeceda /,"Dresler, Jaroslav,",jk01023057,1976,"Dresler, Jaroslav,",literatura,rozhovory
1856,Pro a proti.,,,1976,"Masaryk, Tomáš Garrigue,;Dresler, Jaroslav,",literatura,recenze
1857,Frankfurt - knižní novinky /,"Hambach, Rudolf",xx0097705,1976,,literární druhy;literatura pro děti,referáty
1858,Literární kritik F.Peroutka /,"Dresler, Jaroslav,",jk01023057,1976,"Peroutka, Ferdinand,",česká literatura,rozhovory
1859,"První česká ""Biafra ducha"" /","Dresler, Jaroslav,",jk01023057,1976,"Kratochvil, Antonín,",česká literatura,rozhovory
1860,Vox populi /,"Ryba, Jan,",jk01103235,1976,,česká literatura,polemiky
1861,Ještě o současné literatuře /,"Hambach, Rudolf",xx0097705,1976,,česká literatura,polemiky
1862,Boj o čistotu jazyka /,"Veselý, Jiří",,1976,,jazyk;česká literatura;česká próza,polemiky
1863,Jak se usiluje o porobení spisovatelů /,HOMO,,1976,,česká literatura;čeští spisovatelé,články
1864,Fejetonová ofenzíva /,HOMO,,1976,"Vaculík, Ludvík,",samizdat;česká literatura,glosy
1865,O triviální literatuře /,"Dresler, Jaroslav,",jk01023057,1976,"Blažek, Vratislav,;Škvorecký, Josef,",exil;česká literatura,rozhovory
1866,Sestra úzkost : na okraj posmrtného autobiografického eseje Jana Čepa /,"Kratochvil, Antonín,",jk01062954,1976,"Čep, Jan,",čeští spisovatelé,poznámky
1867,Kolportáž o exilu /,"Dresler, Jaroslav,",jk01023057,1976,"Drábek, Jan,",osobnosti,recenze
1868,Pavel Eisner - redivivus /,"Kratochvil, Antonín,",jk01062954,1976,"Eisner, Pavel,",osobnosti,medailony
1869,Básník činu a snu /,"Dresler, Jaroslav,",jk01023057,1976,"Fischl, Viktor,",osobnosti,medailony
1870,Nové židovské povídky /,"Dresler, Jaroslav,",jk01023057,1976,"Grosman, Ladislav,",osobnosti,recenze
1871,Co chystá Index /,"Hambach, Rudolf",xx0097705,1976,"Klánský, Mojmír,",čeští spisovatelé;český román,zprávy
1872,Vzpomínky.,,,1976,"Kopecký, Rudolf,",osobnosti,zprávy
1873,Proč? /,Ká.,,1976,"Mandlová, Adina,",osobnosti,recenze
1874,Z nové české prózy /,"Dresler, Jaroslav,",jk01023057,1976,"Staněk, Josef,;Terlecký, Nikolaj,;Filip, Ota,;Kraus, Ivan,",osobnosti,recenze
1875,Opět román o exilu /,"Dresler, Jaroslav,",jk01023057,1976,"Strnad, Jaroslav,",osobnosti,recenze
1876,Odhalené tajemství atentátu na Heydricha /,"Ströbinger, Rudolf,",jk01121482,1976,"Ströbinger, Rudolf,",,rozhovory
1877,Pamětní deska F. Kafkovi /,"Kratochvil, Antonín,",jk01062954,1976,"Kafka, Franz,",pražští němečtí spisovatelé;literatura a politika,články
1878,Kalistova historická freska /,"Kratochvil, Antonín,",jk01062954,1977,"Kalista, Zdeněk,",literatura,recenze
1879,Ve vichřicích hněvu... /,"Portáš, Václav",,1977,"Brom, Libor,",literatura,recenze
1880,Řeč - dar Boží : Na okraj nové knížky Felixe Mikuly /,"Kratochvil, Antonín,",jk01062954,1977,"Mikula, Felix,",literatura,poznámky
1881,Mýtus antifašismu /,"Dresler, Jaroslav,",jk01023057,1977,"Černý, Václav,",literatura,recenze
1882,Poutník z Prachatic /,"Kratochvil, Antonín,",jk01062954,1977,"Koláček, Josef,;Neumann, Jan Nepomuk,",literatura,recenze
1883,Historie jako dějiny ducha /,"Dresler, Jaroslav,",jk01023057,1977,"Pekař, Josef,",literatura,recenze
1884,Literatura a život /,"Veselý, Jiří",,1977,,literární teorie,úvahy
1885,Nakladatelství Framar /,"Veselý, Jiří",,1977,,exilová nakladatelství a vydavatelství;literární život,články
1886,K literatuře první republiky : Ze sympozia Křesťanství v naší kultuře /,"Dresler, Jaroslav,",jk01023057,1977,,literární druhy;česká literatura,studie
1887,K literatuře první republiky a po válce /,"Kratochvil, Antonín,",jk01062954,1977,,literární druhy;česká literatura,studie
1888,Strana a literatura /,"Kratochvil, Antonín,",jk01062954,1977,,česká literatura;literatura a politika,články
1889,Antologie utrpení i jasu /,"Dresler, Jaroslav,",jk01023057,1977,"Kratochvil, Antonín,",česká literatura,recenze
1890,Vstali přestárlí bojovníci : na okraj sjezdu Svazu českých spisovatelů /,"Kratochvil, Antonín,",jk01062954,1977,,literární druhy;česká literatura,poznámky
1891,Literatura v době procesů /,"Planner, František,",kpwa851,1977,,literární druhy;česká literatura,referáty
1892,Druhý literární večer.,,,1977,"Friedrich, Karel,;Diviš, Ivan,",česká literatura,zprávy
1893,Čára na zdi... /,"Dresler, Jaroslav,",jk01023057,1977,"Vaculík, Ludvík,",česká literatura,glosy
1894,Amerika šla s námi /,"Dresler, Jaroslav,",jk01023057,1977,"Beneš, Bohuš,",osobnosti,glosy
1895,Co mne zaujalo v r. 1976 : Anketa rozhl. stanice RFE /,"Beneš, Jan,",jk01011587,1977,"Beneš, Jan,;Koestler, Arthur,;Il'f, Il'ja Arnol'dovič,;Pecka, Karel,;Vočadlo, Otakar,",,ankety
1896,Dva demokraté /,"Dresler, Jaroslav,",jk01023057,1977,"Schairer, Erich,;Čapek, Karel,",osobnosti,recenze
1897,Čepovy politické epizody /,"Dresler, Jaroslav,",jk01023057,1977,"Čep, Jan,",čeští spisovatelé;literatura a politika,glosy
1898,Renesance poesie /,"Kratochvil, Antonín,",jk01062954,1977,"Eisner, Pavel,;Opasek, Anastáz,",osobnosti,recenze
1899,Viktor Fischl mezi námi : Literární večery s autorem Kuropění v Mnichově a Berlíně /,"Kratochvil, Antonín,",jk01062954,1977,"Fischl, Viktor,",osobnosti,referáty
1900,Vyčichlá satira /,"Dresler, Jaroslav,",jk01023057,1977,"Henryková, Jitka,",osobnosti,recenze
1901,Mýtus cizinecké legie /,"Dresler, Jaroslav,",jk01023057,1977,"Hora, Karel,",osobnosti,glosy
1902,Za Františkem Křelinou /,"Kratochvil, Antonín,",jk01062954,1977,"Křelina, František,",osobnosti,nekrology
1903,Necesta poezie /,"Dresler, Jaroslav,",jk01023057,1977,"Kučera, Milan,",česká poezie,glosy
1904,"Nepodepsaný ""ká"" kálí a kašle /","Čermák, Vlastimil,",xx0022812,1977,"Mandlová, Adina,",osobnosti,polemiky
1905,"Karel Michal, Rodný kraj... /","Dresler, Jaroslav,",jk01023057,1977,"Michal, Karel,",osobnosti,glosy
1906,Literární problém /,"Dresler, Jaroslav,",jk01023057,1977,"Musil, Jiří",osobnosti,recenze
1907,Apokalyptická mystika /,"Dresler, Jaroslav,",jk01023057,1977,"Neuwirth, Vladimír,",osobnosti,recenze
1908,Masky padly /,"Dresler, Jaroslav,",jk01023057,1977,"Pecka, Karel,",osobnosti,recenze
1909,Na orwellovské téma /,"Dresler, Jaroslav,",jk01023057,1977,"Procházka, Jan,",česká próza,recenze
1910,Love story z poúnorového temna /,"Kratochvil, Antonín,",jk01062954,1977,"Salivarová, Zdena,",osobnosti,recenze
1911,Atentát na Heydricha /,"Dresler, Jaroslav,",jk01023057,1977,"Ströbinger, Rudolf,","atentát na Heydricha (1942 : Praha, Česko)",recenze
1912,Stavitel chrámu /,"Kalvoda, Josef,",jn19990216093,1977,"Tománek, Josef,",osobnosti,medailony
1913,Brilantní satiry /,"Dresler, Jaroslav,",jk01023057,1977,"Mňačko, Ladislav,",rumunská literatura,recenze
1914,Básník miniaturista /,"Dresler, Jaroslav,",jk01023057,1978,"Čep, Jan,",literatura,glosy
1915,Encyklopedie teroru /,"Dresler, Jaroslav,",jk01023057,1978,"Kratochvil, Antonín,",literatura,recenze
1916,Deník Benešova sekretáře /,"Dresler, Jaroslav,",jk01023057,1978,"Táborský, Eduard,",literatura,recenze
1917,Třicet let české kultury /,"Dresler, Jaroslav,",jk01023057,1978,,česká literatura;literatura,články
1918,Pražské nostalgie /,"Dresler, Jaroslav,",jk01023057,1978,"Ripellino, Angelo Maria,",literatura,recenze
1919,Slovo k diskusi /,"Racek, Michal,",jk01101858,1978,"Dresler, Jaroslav,",literární teorie,polemiky
1920,Lidská práva a literatura z hlediska exilového spisovatele /,"Rovenský, Roman J.",,1978,,exil;exilová literatura;spisovatelé;lidská práva;literární konference,zprávy
1921,Škvoreckého autoportrét /,"Dresler, Jaroslav,",jk01023057,1978,"Škvorecký, Josef,;Salivarová, Zdena,",literatura pro děti,recenze
1922,Peroutkovy eseje o literatuře /,"Kratochvil, Antonín,",jk01062954,1978,"Peroutka, Ferdinand,",česká literatura,recenze
1923,Literární kabinet kuriozit /,"Dresler, Jaroslav,",jk01023057,1978,"Beneš, Jan,",osobnosti,recenze
1924,Chlapecký básník Hanuš Bonn : Ze vzpomínek básníka a diplomata /,"Fischl, Viktor,",jo19990047113,1978,"Bonn, Hanuš,",osobnosti,paměti
1925,Jan Patočka o Jaroslavu Durychovi /,"Kratochvil, Antonín,",jk01062954,1978,"Durych, Jaroslav,;Patočka, Jan,",osobnosti,recenze
1926,Nezapomenutelný Pavel Eisner : Ze vzpomínek básníka a diplomata /,"Fischl, Viktor,",jo19990047113,1978,"Eisner, Pavel,",osobnosti,paměti
1927,"Pavel Eisner, Bohyně čeká /","Dresler, Jaroslav,",jk01023057,1978,"Eisner, Pavel,",literatura pro děti;osobnosti,glosy
1928,Můj učitel Otokar Fischer /,"Fischl, Viktor,",jo19990047113,1978,"Fischer, Otokar,",osobnosti,paměti
1929,Poezie Jiřiny Fuchsové /,"Kratochvil, Antonín,",jk01062954,1978,"Fuchsová, Jiřina,",české básnířky,glosy
1930,Bude proces s Jiřím Grušou?,,,1978,"Gruša, Jiří,",osobnosti,prohlášení
1931,Jak se zrodil román o Mistru Třeboňském : Rozhovor s autorem F.X.Havlíčkem /,"Havlíček, F. X.,",jk01040329,1978,"Havlíček, F. X.,;Wittingauer, Meister",osobnosti,rozhovory
1932,Fantazie a skutečnost románu /,"Dresler, Jaroslav,",jk01023057,1978,"Havlíček, F. X.,",osobnosti,recenze
1933,Rozředěný Hrabal /,"Dresler, Jaroslav,",jk01023057,1978,"Hrabal, Bohumil,",osobnosti,glosy
1934,"Strach, jenž všechno rozleptává... /","Dresler, Jaroslav,",jk01023057,1978,"Javor, Pavel,",osobnosti,recenze
1935,Komik vzpomíná /,"Dresler, Jaroslav,",jk01023057,1978,"Kohout, Jára,",,recenze
1936,Dokumentace pražského jara /,"Dresler, Jaroslav,",jk01023057,1978,"Kučera, Jaroslav,",osobnosti,recenze
1937,Přátelství s Františkem Langrem : Ze vzpomínek básníka a diplomata /,"Fischl, Viktor,",jo19990047113,1978,"Langer, František,",osobnosti,paměti
1938,Ztracený svět chassidů : Ze vzpomínek básníka a diplomata /,"Fischl, Viktor,",jo19990047113,1978,"Langer, Jiří,",osobnosti,paměti
1939,Závěrečná řeč /,"Lederer, Jiří,",jk01071746,1978,"Lederer, Jiří,",,projevy
1940,Z nové exilové literatury /,"Strož, Daniel,",jk01121506,1978,"Malendová, Jarmila,",exilová literatura,články
1941,TGM a jeho syn /,"Fischl, Viktor,",jo19990047113,1978,"Zeman, Zbyněk Anthony Bohuslav,;Masaryk, Jan,;Masaryk, Tomáš Garrigue,",osobnosti,recenze
1942,Zemřel F.Peroutka /,"Dresler, Jaroslav,",jk01023057,1978,"Peroutka, Ferdinand,",osobnosti,nekrology
1943,Jak psal Ferdinand Peroutka /,"Dresler, Jaroslav,",jk01023057,1978,"Peroutka, Ferdinand,",osobnosti,polemiky
1944,Hermetická poezie /,"Dresler, Jaroslav,",jk01023057,1978,"Preisner, Rio,",česká poezie,recenze
1945,Byla jako okvětí /,"Dresler, Jaroslav,",jk01023057,1978,"Racek, Michal,",česká poezie,recenze
1946,Básník a mateřídouška : Na okraj nové básnické sbírky Zd.Rotrekla Hovory s mateřídouškou /,"Kratochvil, Antonín,",jk01062954,1978,"Rotrekl, Zdeněk,",osobnosti,medailony
1947,Důvěra v lidi /,"Dresler, Jaroslav,",jk01023057,1978,"Stárková, Věra,",memoárová literatura,recenze
1948,Muž v pozadí /,"Dresler, Jaroslav,",jk01023057,1978,"Strnad, Jaroslav,",osobnosti,medailony
1949,Románová koláž /,"Dresler, Jaroslav,",jk01023057,1978,"Škvorecký, Josef,",česká próza,recenze
1950,Nezadržitelný pád tyrana /,"Dresler, Jaroslav,",jk01023057,1978,"Dürrenmatt, Friedrich,",maďarská literatura,glosy
1951,Zemřel Willi Schlamm /,"Dresler, Jaroslav,",jk01023057,1978,"Schlamm, William S.",maďarská literatura,nekrology
1952,Židovský odboj /,"Dresler, Jaroslav,",jk01023057,1979,"Kulka, Erich,",literatura,recenze
