,title,author,author code,year,figures,description,genre
0,Kultura je když... /,"Kliment, Alexandr,",jk01060558,1978,,estetika,úvahy
1,Hra o život /,"Dobrovský, Luboš,",jn20000400479,1978,"Kundera, Milan,",česká próza,studie
2,Památce Bohuslava Reynka /,"Jirousová, Věra,",jn19990218035,1978,"Reynek, Bohuslav,",čeští spisovatelé,studie
3,Joyceův zkušební návrat /,"Urbánek, Zdeněk,",jk01140872,1978,"Joyce, James,",anglicky psané drama,studie
4,Čas jako trvání a jako prázdnota /,"Černý, Václav,",jk01021636,1979,,estetika,eseje
5,Archeologie času /,"Vašíček, Zdeněk,",jk01141688,1979,,estetika,eseje
6,Z krajiny progresívní nepohody /,"Brabec, Jiří,",jk01012890,1979,"Juliš, Emil,",čeští spisovatelé,studie
7,Poznámky k T. G. Masarykovi a národnímu obrození /,"Doležal, Bohumil,",jk01022603,1979,"Masaryk, Tomáš Garrigue,",národní obrození;čeští spisovatelé,studie
8,Za Vítězslavem Gardavským /,"Šimsa, Jan,",jn20000402827,1979,"Gardavský, Vítězslav,",čeští spisovatelé,nekrology
9,Kantůrkové Sen o zlu /,"Žalich, Jan",,1979,"Kantůrková, Eva,",česká próza,recenze
10,Andrej Stankovič debutoval [...].,,,1979,"Stankovič, Andrej,",čeští spisovatelé,bio-bibliografické poznámky
11,Rozhovor Magora s Brikciusem v hospodě u Lojzy /,"Jirous, Ivan Martin,",jn19981001568,1979,"Brikcius, Eugen,",happening (umění);čeští spisovatelé,biografické poznámky;rozhovory
12,Ad E. K. /,J. G.,,1979,"Kantůrková, Eva,",česká próza,poznámky
13,Esej o generaci /,"Kroutvor, Josef,",jn99240000542,1979,"Kroutvor, Josef,",estetika,eseje
14,"Dějiny, básník a mýtus : Karlu Šiktancovi k 50. narozeninám /","Brabec, Jiří,",jk01012890,1981,"Šiktanc, Karel,",osobnosti,studie
15,Karel IV. v českých dějinách duchových /,"Kalista, Zdeněk,",jk01052690,1981,Karel,osobnosti,studie
16,Filozof a Mistr /,"Uhde, Milan,",jk01140606,1981,"Hus, Jan,",osobnosti,eseje
17,Havlíčkova polemika s radikály a TGM /,(t.),,1981,"Havlíček Borovský, Karel,;Masaryk, Tomáš Garrigue,",osobnosti,studie
18,2x2 studie o Masarykovi /,"Němec, Jiří,",jk01083071,1981,"Černý, Václav,;Masaryk, Tomáš Garrigue,;Patočka, Jan,",osobnosti,recenze
19,"Na okraj ""Osmašedesátého"" /","Vohryzek, Josef,",jk01150307,1981,"Pithart, Petr,",osobnosti,recenze
20,O kulturní odkaz střední Evropy /,"Kundera, Milan,",jk01070894,1981,"Hašek, Jaroslav,;Kafka, Franz,",osobnosti,eseje
21,Stanislav Mareš [...].,,,1981,"Mareš, Stanislav,",osobnosti,biografické poznámky
22,Slavnost - hra - subjektivita /,"Neubauer, Zdeněk,",jn19981228103,1981,"Klíma, Ladislav,",osobnosti,studie
23,"Ptají se, já se kroutím, jak můžu, ale nakonec stejně vypovídám /","Lopatka, Jan,",jk01072390,1981,"Lopatka, Jan,;Bondy, Egon,",osobnosti;samizdat,rozhovory
24,Esej o životě v ghettu /,"Kroutvor, Josef,",jn99240000542,1981,,osobnosti,eseje
25,Demokracie a nezávislé společnosti : (Z odpovědi na anketu H. G. Skillinga.) /,"Kantůrková, Eva,",jk01052883,1987,,literatura;samizdat,ankety;články;poznámky
26,Pluralitní literatura /,"Šimečka, Milan,",jk01123018,1987,,knižní trhy;literární tvorba;knihy;samizdatová literatura;exilová literatura,referáty
27,"Československé dokumentační středisko nezávislé literatury : Poslání, cíle, úkoly /","Prečan, Vilém,",jk01101002,1987,,spolky;archivy;dokumentační střediska;samizdatová literatura;exilová literatura,stati
28,K terminologickým otázkám nezávislé literatury,,,1987,,samizdat;literatura pro děti,poznámky
29,EDICE Nové cesty myšlení.,,,1987,,samizdat;literatura pro děti,soupisy;poznámky
30,O jedné otázce : Několik poznámek po telefonu /,"Havel, Václav,",jk01040240,1987,,exil;samizdat;literární druhy;literatura pro děti;exilový tisk;samizdatové časopisy,články
31,PŘEDBĚŽNÝ anotovaný seznam edice Petlice /,,,1987,,samizdat;literatura pro děti,bibliografie
32,O Petlici na zámku Švarcenberku /,"Vaculík, Ludvík,",jk01141068,1987,,samizdatové edice;samizdat;literatura pro děti a mládež,články
33,První dojmy z časopisu O divadle /,"Goetz-Stankiewicz, Marketa,",jn19981001345,1987,,samizdat;divadlo,recenze
34,Nezávislý sociologický časopis v Československu /,"Kusin, Vladimir V.,",mzk2002105346,1987,,samizdat;samizdatové časopisy;sociologie,recenze
35,NEVÍTE o sborníku Psí? /,,,1987,,samizdat;antropologie,recenze
36,Anotovaný obsah prvních dvou čísel časopisu O divadle /,"Prečan, Vilém,",jk01101002,1987,,divadelní časopisy;časopisecké články,anotace
37,SPRÁVA o Obsahu.,,,1987,,samizdat;samizdatové časopisy,recenze
38,Imaginární interview s L. V. /,"Vaculík, Ludvík,",jk01141068,1987,,exil;literární druhy;exilový tisk;česká literatura;slovenská literatura,referáty
39,Nové knihy - pro memoria : Skrytá tvář české literatury - Lukavické zápisky /,"Vladislav, Jan,",jk01150006,1987,"Rotrekl, Zdeněk,;Ponická, Hana,",česká literatura;rumunská literatura,recenze
40,Pět českých romanopisců se bere za věc světa /,"Goetz-Stankiewicz, Marketa,",jn19981001345,1987,"Klíma, Ivan,;Kundera, Milan,;Gruša, Jiří,;Vaculík, Ludvík,;Škvorecký, Josef,;Kosková, Helena,",literární druhy;česká literatura,analýzy
41,Putovní ghetto jejich osud /,"Gruša, Jiří,",jk01032800,1987,,česká literatura;literární teorie,referáty
42,Odpovědnost jako spisovatelův osud /,"Vladislav, Jan,",jk01150006,1987,"Havel, Václav,",literární druhy;osobnosti,studie
43,DVAKRÁT Kautman.,,,1987,"Kautman, František,;Vladislav, Jan,;Martínek, Lubomír,",osobnosti,recenze
44,Projekt spisů Jana Patočky /,"Němec, Jiří,",jk01083071,1987,"Patočka, Jan,",sebrané spisy;edice;vydavatelská činnost;literární dílo;filozofické myšlení;filozofové,poznámky
45,PROJEKT Spisů Jana Patočky - 2 /,,,1987,"Patočka, Jan,",edice;vydavatelská činnost;literární dílo;filozofické myšlení;filozofové,komentáře
46,SPISY Jana Patočky - diskusní tribuna.,,,1987,"Patočka, Jan,;Kohák, Erazim,;Novák, Josef;Vladislav, Jan,",edice;vydavatelská činnost;literární dílo;filozofické myšlení;filozofové,poznámky
47,Zvěstování Milana Uhdeho /,"Gruša, Jiří,",jk01032800,1987,"Uhde, Milan,",osobnosti,recenze
48,Unesco cenzuruje českou a slovenskou poezii /,"Vladislav, Jan,",jk01150006,1987,"Rzounek, Vítězslav,;Wollman, Slavomír,;Král, Petr,",francouzská literatura,recenze
49,Nový slovenský časopis /,"Kubín, Michal",,1987,,samizdat;samizdatové časopisy;rumunská literatura,recenze
50,Rapsódie a miniatúry /,"Vladislav, Jan,",jk01150006,1987,"Kadlečík, Ivan,",rumunská literatura,recenze
51,Intelektuálové a moc v Československu : referát zaslaný sympoziu do Prahy a zkráceně přednesený na setkání ve Vídni 13. 11. 1988 /,"Rupnik, Jacques,",jn19990007249,1988,,česká literatura;literatura,referáty
52,ČASOPIS Střední Evropa.,,,1988,"Bohdan, Daniel,;Šustrová, Petruška,",samizdatové časopisy;regionální periodika;časopisecké články,recenze
53,Historické studie 1978-1988 /,"Prečan, Vilém,",jk01101002,1988,,dějiny,bibliografie
54,Samizdatová periodika 1977-1988 /,"Prečan, Vilém,",jk01101002,1988,,samizdat;samizdatové časopisy,bibliografie
55,Skici k portrétům vzdorujících /,"Jungmann, Milan,",jk01052189,1988,"Fuks, Ladislav,;Páral, Vladimír,;Hrabal, Bohumil,;Pavel, Ota,;Vaculík, Ludvík,;Klánský, Mojmír,;Pecka, Karel,;Kantůrková, Eva,;Trefulka, Jan,;Putík, Jaroslav,;Klíma, Ivan,;Červenková, Jana,;Kriseová, Eda,;Gruša, Jiří,;Brabcová, Zuzana,",česká literatura;čeští spisovatelé;české spisovatelky,poznámky
56,BENEFICIUM na paměť Bedřicha Fučíka,,,1988,"Fučík, Bedřich,",osobnosti,zprávy
57,Jan Hus Evy Kantůrkové /,"Rejchrt, Miloš,",jn19990216153,1988,"Kantůrková, Eva,",osobnosti,recenze
58,K českému vydání Patočkových spisů /,"Prečan, Vilém,",jk01101002,1988,"Patočka, Jan,",literatura pro děti;osobnosti,poznámky
59,Za Jiřím Theinerem : 1927-1988 /,"Havel, Václav,",jk01040240,1988,"Theiner, Jiří,",osobnosti,nekrology
60,"Co jsou ""písačky"" /","Šimečka, Milan,",jk01123018,1988,"Tatarka, Dominik,",slovenská literatura,stati
61,Politický esejista H.J. Hájek /,"Vlaším, Pavel Š.",av20231184186,1958,"Hájek, H. Jan",literatura,recenze
62,Malá bilance : (Máme v exilu samostatné kulturní instituce?) /,"Vlaším, Pavel Š.",av20231184186,1958,,literatura pro děti a mládež;exilová literatura;exilový tisk;edice;kulturní instituce a organizace,přehledy
63,Revue Archa /,"Kratochvil, Antonín,",jk01062954,1958,,regionální tisk;literární časopisy;exilový tisk,články
64,Nad jedním omylem /,"Kratochvil, Antonín,",jk01062954,1958,"Bernard, Vilém,",česká literatura,recenze
65,Hlas exilu v čísle : 4-5 a 6 loňského roku... /,"Kratochvil, Antonín,",jk01062954,1958,,česká literatura,poznámky
66,V říjnovém (6.) čísle Archy...,,,1958,,česká literatura,poznámky
67,Otvírání studánek - na Vysočině a jinde /,"Den, Petr,",jk01022204,1958,"Bureš, Miloslav,;Černý, Václav,",osobnosti,recenze
68,Karel Čapek o komunismu /,"Vlaším, Pavel Š.",av20231184186,1958,"Kratochvil, Antonín,;Čapek, Karel,",osobnosti,recenze
69,Mlčící básník : (K 80. narozeninám Jakuba Demla.) /,"Kratochvil, Antonín,",jk01062954,1958,"Deml, Jakub,",osobnosti,medailony
70,Světlo naproti /,"Listopad, František,",jk01072248,1958,"Listopad, František,",literatura;osobnosti,eseje
71,Venku a uvnitř : (Nové útržky z portugalského deníku.) /,"Listopad, František,",jk01072248,1958,"Listopad, František,",osobnosti,biografie
72,Esej a fotografie /,"Vlaším, Pavel Š.",av20231184186,1958,"Listopad, František,",osobnosti,recenze
73,Sedmá elegie Jiřího Ortena /,"Benáček, Josef",kpwa1584,1958,"Orten, Jiří,",osobnosti,eseje
74,Román o exilu /,"Němeček, Josef",mzk2007424201,1958,"Pluhař, Zdeněk,",osobnosti,recenze
75,Dílo Karla Schulze vychází ve Vatikáně /,"Kratochvil, Antonín,",jk01062954,1958,"Schulz, Karel,",osobnosti,úvahy
76,Nad novou sbírkou M. Zlámala /,"Kratochvil, Antonín,",jk01062954,1958,"Zlámal, Miloslav,",rumunská literatura;osobnosti,recenze
77,Svobodný člověk a moře : - básník Saint-John Perse /,"Listopad, František,",jk01072248,1958,"Saint-John Perse,",finská literatura,studie
78,"""Revisionismus"" maďarských spisovatelů /","Erban, Karel,",jk01030518,1958,,lužickosrbská literatura;maďarští spisovatelé;revizionismus;literatura a ideologie,články
79,Románová kronika z Plzně minulého století /,"Dresler, Jaroslav,",jk01023057,1958,"Fussenegger, Gertrud,;Grünwald, Leopold,",maďarská literatura,recenze
80,Přinášíme několik myšlenek... /,"Dresler, Jaroslav,",jk01023057,1958,"Jaspers, Karl,",maďarská literatura,poznámky
81,Svědectví Marka Hlasko /,"Erban, Karel,",jk01030519,1958,"Hłasko, Marek,",polští spisovatelé;exiloví spisovatelé,články
82,Dva hlasy z českého tisku o B.Pasternakovi /,"Kratochvil, Antonín,",jk01062954,1958,"Pasternak, Boris Leonidovič,",ruská literatura,komentáře
83,Zemřel básník /,"Kratochvil, Antonín,",jk01062954,1958,"Jiménez, Juan Ramón,",řecká literatura,nekrology
84,Literární sborníky v exilu /,"Vlaším, Pavel Š.",av20231184186,1959,"Matějka, Ladislav,;Vlach, Robert,",česká literatura;exilová literatura;sborníky,recenze
85,Více než fasády : 2.-3. /,"Želivan, Pavel,",xx0180607,1959,"Den, Petr,",literatura,recenze
86,Esej Felixe Mikuly /,"Němeček, Josef",mzk2007424201,1959,"Mikula, Felix,",literatura,recenze
87,Zamyšlení nad Evropou /,"Kovárna, František,",jk01062434,1959,,literatura,eseje
88,Za jiný kraj ruce bych nespjal /,"Želivan, Pavel,",xx0180607,1959,,literatura,eseje
89,Nová kniha P.Pittra /,R.,,1959,"Pitter, Přemysl,",literatura,recenze
90,30. mezinárodní kongres Penklubu : (Původní zpravodajství Archy z Frankfurtu nad Mohanem.),,,1959,,literární druhy,referáty
91,Dohra 30. kongresu Penklubu : (Vlna protestů proti znovupřijetí maďarské komunistické delegace.),,,1959,,literární druhy,referáty
92,Místo úvodu /,"Kratochvil, Antonín,",jk01062954,1959,,,předmluvy
93,Publikace a časopisy kulturní sekce Čs. uprchlického výboru v Německu.,,,1959,"Kratochvil, Antonín,",exilový tisk;exilová literatura;časopisy pro děti;časopisy pro mládež;nakladatelské edice,seznamy
94,I knihy mají své osudy /,"Kratochvil, Antonín,",jk01062954,1959,,exilový tisk;exilová nakladatelství a vydavatelství;nakladatelské edice;exilová literatura,anotace
95,Literatura katolických exulantů v době husitské /,"Želivan, Pavel,",xx0180607,1959,,starší česká literatura,studie
96,"Jubileum, ke kterému se hlásíme /","Kratochvil, Antonín,",jk01062954,1959,,literární druhy;česká literatura,články
97,"Sjezd ""socialistické kultury"" a básník František Hrubín /","Kratochvil, Antonín,",jk01062954,1959,"Hrubín, František,",česká literatura,komentáře;polemiky
98,Říjnové uznání...,,,1959,"Čep, Jan,",osobnosti,zprávy
99,Více než fasády : 1 /,"Želivan, Pavel,",xx0180607,1959,"Den, Petr,",osobnosti,recenze
100,Zemřel básník Jan Kárník.,,,1959,"Karník, Jan,;Svítil, Josef,",osobnosti,nekrology
101,Na Hod boží vánoční...,,,1959,"Masák, Emanuel,",osobnosti,medailony
102,Dvacet let od smrti Arne Nováka /,"Kratochvil, Antonín,",jk01062954,1959,"Novák, Arne,",osobnosti,studie
103,Šedesátiny Otakara Odložilíka /,"Kratochvil, Antonín,",jk01062954,1959,"Odložilík, Otakar,",osobnosti,medailony
104,Případ Škvorecký /,"Kratochvil, Antonín,",jk01062954,1959,"Škvorecký, Josef,",osobnosti,komentáře
105,Vlachova Princezna /,"Němeček, Josef",mzk2007424201,1959,"Vlach, Robert,",česká poezie,recenze
106,Svědectví Štefana Spendera.,,,1959,"Spender, Stephen,",bulharská literatura,články;úryvky
107,Vítězství amerického černošského spisovatele : Richarda Wrighta,,,1959,"Wright, Richard,",bulharská literatura,biografie
108,Čekání na Godota /,"Kostka, Vilém",,1959,"Beckett, Samuel,",finská literatura,eseje
109,Dopis nakladatelství Carl Schünemann v Brémách /,Čs.uprchlický výbor,,1959,,česká literatura,dopisy;kritiky
110,Na návštěvě u Karl Jasperse /,"Jaspers, Karl,",jn19990003999,1959,"Jaspers, Karl,",německá literatura,rozhovory
111,Navrátilec F. Kafka v lidovědemokratické Praze /,"Dresler, Jaroslav,",jk01023057,1959,"Kafka, Franz,;Reiman, Pavel,;Hájek, Jiří,;Eisner, Pavel,;Dubský, Vladimír;Hrbek, Mojmír,;Svoboda, Josef;Rozner, Ján,;Sus, Oleg,",židovská literatura,studie
112,Zoufalství a vykoupení v díle Franze Kafky /,"Brod, Max,",jk01013137,1959,"Kafka, Franz,",maďarská literatura,úvahy
113,Hřbitovy Marka Hlaska /,"Kratochvil, Antonín,",jk01062954,1959,"Hłasko, Marek,;Bena, Kamil R.",německá literatura,poznámky k vydání
114,Jan Křtitel moderní portugalské poezie : - Cesário Verde /,"Listopad, František,",jk01072248,1959,"Verde, Cesário,",norská literatura,medailony
115,Nad autobiografickým románem Ivana Šmeljova /,"Kratochvil, Antonín,",jk01062954,1959,"Šmelev, Ivan Sergejevič,",ruská literatura,recenze
116,Literatura podkarpatských Rusínů v USA /,"Černek, Orest A.",,1959,"Maczkov, Petr J.",slovinská literatura,články
117,ČSR a KSČ /,"Mates, Jan",,1960,"Kopecký, Václav,",literatura,recenze
118,Nad třemi kongresy /,,,1960,"Jelínek, Ivan,;Romanovski, Julius;Lesný, Pavel",literární druhy,referáty
119,Věznění spisovatelé /,"Němeček, Josef",mzk2007424201,1960,"Albert, Oldřich;Beran, Josef,;Berounský, Stanislav,;Braito, Silvestr Maria,;Dokulil, Jan,;Fučík, Bedřich,;Gojdič, Pavol,;Hlouch, Josef,;Jarolímek, Stanislav;Jehlička, Ladislav,;Kajpr, Adolf,;Kalista, Zdeněk,;Karhan, Ladislav;Klíma, Vlastimil,;Koch, Karol;Kostohryz, Josef,;Křelina, František,;Maršálek, Josef;Okáli, Daniel,;Opasek, Anastáz,;Palivec, Josef,;Peška, Zdeněk,;Prokůpek, Václav,;Renč, Václav,;Ryba, Bohumil,;Skácel, Miroslav;Šilhan, Filip,;Tajovský, Bohumil Vít,;Trochta, Štěpán,;Tyl, Josef Heřman;Urban, Jan Josef;Vacková, Růžena,;Zahradníček, Jan,;Zela, Stanislav,;Bár, Zdeněk,;Dacík, Reginald Maria,;Chytil, Václav,;Kubeš, V.;Rotrekl, Zdeněk,;Suchý, Josef,;Svobodová, Nina,;Matocha, Josef,;Valenta, Edvard,;Urban, Milo,;Kuncíř, Ladislav,;Kletus-Petěrka, P.;Knap, Josef,;Mareš, Michal,;Habáň, Metoděj,;Kratochvil, Antonín,",česká literatura;čeští spisovatelé;české spisovatelky,seznamy
120,Paříž očima M. Šaška /,sv.,,1960,"Šašek, Miroslav,",osobnosti,glosy
121,Co je člověk : (Na okraj Zbabělců Josefa Škvoreckého.) /,"Mikula, Felix,",jk01081607,1960,"Škvorecký, Josef,",osobnosti,recenze
122,Případ Chochlov - : Právo na svědomí /,"Vlaším, Pavel Š.",av20231184186,1960,"Chochlov, Nikolaj",ruská literatura;překlady z ruštiny;překlady do němčiny,recenze
123,Česká literatura v exilu /,"Jíra, Jaroslav,",jk01051770,1960,,česká literatura,články
124,Nová politická literatura v ČSR /,"Mates, Jan",,1961,,česká literatura,recenze
125,Dne 11. února t.r. zemřel v třebíčské nemocnici...,,,1961,"Deml, Jakub,",osobnosti,zprávy
126,Odysseus ve stopách Jobových /,"Lesný, Pavel",,1961,"Jelínek, Ivan,",osobnosti,úvahy
127,Román Poutník neznámých oceánů... /,"Vlaším, Pavel Š.",av20231184186,1960,"Kratochvil, Antonín,",osobnosti,recenze
128,Pětasedmdesátiny Josefa Palivce /,"Kratochvil, Antonín,",jk01062954,1961,"Palivec, Josef,",osobnosti,medailony
129,Jan Zahradníček /,"Kratochvil, Antonín,",jk01062954,1961,"Zahradníček, Jan,",osobnosti,nekrology
130,Pražská Světová literatura...,,,1960,"Camus, Albert,",finská literatura,glosy
131,"Peter Demetz, : bývalý kulturní redaktor Svobodné Evropy...",,,1961,"Demetz, Peter,;Urzidil, Johannes,",maďarská literatura,zprávy
132,Uměleckým profilem a vyprávěčským uměním... /,Sv.,,1960,"Fussenegger, Gertrud,;Putík, Jaroslav,",maďarská literatura,polemiky
133,Spor o Kafku /,Ar,,1961,"Kafka, Franz,;Dresler, Jaroslav,;Dubský, Ivan,",židovská literatura;komunisté;komunismus,zprávy
134,Ruská exilová literatura... /,"Vlaším, Pavel Š.",av20231184186,1961,"Lania, Leo,;Masaryk, Jan,",maďarská literatura,poznámky
135,"Hlaskův ""ráj"" /","Němeček, Josef",mzk2007424201,1961,"Hłasko, Marek,",maďarská literatura;německá literatura,poznámky
136,Nacionalismus na pranýři /,"Dresler, Jaroslav,",jk01023057,1960,"Dross, Armin;Nowakowski, Tadeusz,",německá literatura,recenze
137,Pasternak stále živý /,"Svoboda, Jiří",,1961,"Kovtun, Jiří,;Pasternak, Boris Leonidovič,",ruská literatura,recenze
138,Ukrajinská lyrika.,,,1960,"Hordyns'kyj, Svjatoslav,;Kovtun, Jiří,",slovinská literatura,referáty
139,"Věda a demagogie čili ""scientia ad usum Delphini politici"" /","Lesný, Pavel",,1961,,literatura,recenze
140,Dějiny KSČ /,"Mates, Jan",,1961,"Reiman, Pavel,",literatura,recenze
141,Dokončené dialogy /,"Bradáč, Ludvík,",jk01012928,1962,"Kratochvil, Antonín,",literární teorie,recenze
142,Audiatur et altera pars /,"Kratochvil, Antonín,",jk01062954,1961,"Kratochvil, Antonín,;Herben, Ivan,",česká literatura,polemiky
143,Revizionistické tendence v současné čs. literatuře /,"Rys, Jiří",,1961,"Kratochvil, Antonín,",česká literatura,recenze
144,Vzpomínka na Eduarda Basse /,"Láska, Václav",jx20050819022,1962,"Bass, Eduard,",osobnosti,paměti
145,Komunistické rozpaky nad Konstantinem Bieblem /,"Zemek, M.",,1961,"Biebl, Konstantin,",osobnosti,medailony
146,Křesťanská akademie v Římě... /,"Němeček, Josef,",,1961,"Den, Petr,",osobnosti,recenze
147,Jaroslav Durych o estetice proletariátu /,"Dresler, Jaroslav,",jk01023057,1962,"Durych, Jaroslav,",osobnosti,komentáře
148,Bloudění : (Poznámky z deníku.) /,"Kratochvil, Antonín,",jk01062954,1962,"Durych, Jaroslav,;Brabec, Jiří,",čeští spisovatelé;literární dílo,články
149,Durychovy kulturně-politické úvodníky /,"Kratochvil, Antonín,",jk01062954,1962,"Durych, Jaroslav,",osobnosti,poznámky
150,List z moderní kroniky /,"Němeček, Josef",mzk2007424201,1962,"Feierabend, Ladislav Karel,",osobnosti,recenze
151,Básnická prvotina Přemka Kociána /,"Kratochvil, Antonín,",jk01062954,1961,"Kocián, Přemek,",osobnosti,recenze
152,Nedožité osmdesátiny prof.dr. Josefa Kratochvila (1882-1940) /,r.s.,,1962,"Kratochvil, Josef,",osobnosti,medailony
153,"Arena, mezinárodní literární revue Penklubu v Londýně...",,,1961,"Palivec, Josef,;Kratochvil, Antonín,",osobnosti,zprávy
154,Na co se nezapomíná... /,"Němeček, Josef",mzk2007424201,1962,"Svoboda, Květoslav,",memoárová literatura,recenze
155,V minulém čísle Archy...,,,1961,"Lania, Leo,;Masaryk, Jan,",maďarská literatura,recenze
156,Básně z vězení /,"Kovtun, Jiří,",jk01062535,1961,"Jesenin-Vol'pin, Aleksandr Sergejevič,",ruská literatura,poznámky
157,Rozšíření organizace exilových spisovatelů sdružených v Penklubu /,"Kratochvil, Antonín,",jk01062954,1963,,literární druhy;maďarská literatura,zprávy
158,Skaut-exulant /,"Němeček, Josef",mzk2007424201,1963,,exilový tisk;časopisy pro mládež,recenze
159,Perspektivy a Studie /,"Svoboda, J.",,1963,"Den, Petr,;Vrána, Karel,",literární žánry,recenze
160,Povídky ze sobího království /,"Štěrba, Francisco Carlos,",jn19981002479,1963,"Baby, J. K.,",osobnosti,recenze
161,Vídeňská pocta Františku Langrovi /,"Dresler, Jaroslav,",jk01023057,1963,"Langer, František,",osobnosti,referáty
162,Vzpomínka na profesora Emanuela Rádla : (21.12.1873 - 12.5.1942) /,"Pitter, Přemysl,",jk01093275,1963,"Rádl, Emanuel,",osobnosti,medailony
163,POZDRAVENÍ Zdenku Rotreklovi /,Red.,,1963,"Rotrekl, Zdeněk,",čeští spisovatelé,medailony
164,K pevnému bodu /,"Lesný, Pavel",,1963,"Kavka, Jiří,",osobnosti,eseje
165,Nad novou prací Václava Lásky /,"Kratochvil, Antonín,",jk01062954,1963,"Fernández Flórez, Wenceslao,;Láska, Václav,",španělská literatura,recenze
166,Otřásající svědectví flámského misionáře : Ve věznicích Mao-Ce-Tunga /,"Kratochvil, Antonín,",jk01062954,1963,"Van Coillie, Dries,",srbochorvatská literatura,recenze
167,Kde přestal pan Ferd. Peroutka? /,"Konšel, K.",,1951,"Peroutka, Ferdinand,;Beneš, Edvard,",literatura,polemiky
168,"Boříme špatné, vzápětí však budujeme lepší : Pravdivě informovat, kritizovat nesprávnosti a pranýřovat zločiny není rozséváním nenávisti /","Janík-Horák, František",kpwa5007,1953,,exilová publicistika,články
169,Dvě pozoruhodné knihy exilu /,Spectator.,,1953,"Laušman, Bohumil,",osobnosti,recenze
170,Literatura království českého /,-sva.,,1954,,dějiny české literatury,články
171,Poezie doma a v exilu /,-sva.,,1954,,česká literatura,komentáře
172,K pátému výročí Bohemie /,"Pekelský, Vladimír",kpwa5006,1955,,exilový tisk;výročí,úvodníky
173,Zahradník českého komunismu : Jak to bylo za první republiky? /,"Janík-Horák, František",kpwa5007,1955,"Firt, Julius,",osobnosti,biografie
174,"RFE je americká propaganda : Zde mluví ""Hlas jeho pána"" /",Sirius,,1955,"Kohout, Jára,",osobnosti,kritiky
175,Perličky z 2.sjezdu čsl. spisovatelů /,MTP.,,1956,,literární druhy;česká literatura,komentáře
176,"Hledám, o co bych se opřel /","Reichenberger, Milan",,1956,"Biebl, Konstantin,;Slabý, Zdeněk Karel,",osobnosti,glosy
177,Poctěno první cenou RFE : Nejvíce se musel chechtat Listopad /,Sirius,,1956,"Listopad, František,",osobnosti,recenze
178,Zachovejme národní soudržnost! : Smutná role Ferd. Peroutky /,"Janík-Horák, František",kpwa5007,1956,"Peroutka, Ferdinand,",osobnosti,kritiky
179,Osamělý muž si píská v lese /,"Reichenberger, Milan",,1956,"Peroutka, Ferdinand,;Nezval, Vítězslav,;Holan, Vladimír,;Neumann, Stanislav Kostka,",osobnosti,kritiky
180,Dva bratři : Kritika k nové publikaci V.L. Borina /,Benedikt.,,1956,"Borin, V.L.;Jariš, Milan,",bulharská literatura,poznámky
181,Svoboda literatury i umění a výchova lidu /,"Wierer, R.",,1957,,česká literatura;literární teorie,úvahy
182,Portrét měsíce.,,,1957,"Baťa, Jan Antonín,;Svatopluk, T.,",osobnosti,portréty
183,Rozhovor s autorem Čsl. tragédie /,"Brouček, Miloslav Jan",mzk2010573546,1957,"Brouček, Miloslav Jan",osobnosti;Československá tragédie,rozhovory
184,Gornostaj a co ještě? /,Benedikt,,1957,"Kaplický, Václav,;Jariš, Milan,",osobnosti,polemiky
185,Za Zdeňkem Němečkem...,,,1957,"Němeček, Zdeněk,",osobnosti,nekrology
186,Konečně svědomí?,,,1957,"Nezval, Vítězslav,",česká literatura;osobnosti,glosy
187,"Ferdinand Peroutka, jaký vskutku je /",Sirius,,1957,"Peroutka, Ferdinand,",osobnosti,medailony
188,Nové knihy /,"Vávra, Arnošt",jx20090506023,1958,"Mokrý, Adolf,",literatura,recenze
189,Vondrák contra Masaryk /,"Ludvík, Emil",,1958,"Janík-Horák, František;Masaryk, Tomáš Garrigue,",literatura,recenze
190,Prohlášení Čs. kulturní rady v zahraničí /,"Vlach, Robert,",jk01150030,1958,"Vlach, Antonín,;Vávra, Arnošt",exilová literatura;exilový tisk;nakladatelské edice,prohlášení
191,Našim čtenářům /,"Pekelský, Vladimír",kpwa5006,1958,,exilový tisk,prohlášení
192,Budou Rukopisy zkoumány? /,"Vávra, Arnošt",jx20090506023,1958,,starší česká literatura,poznámky
193,Bezruč mrtev.,,,1958,"Bezruč, Petr,",osobnosti,nekrology
194,Komunistické pohádky o Austrálii /,Benedikt,,1958,"Bureš, Karel,",osobnosti,recenze
195,Srdečně souhlasím... /,"Baťa, Jan Antonín,",jk01011098,1958,"Čapek, Karel,;Beneš, Edvard,;Brouček, Miloslav Jan",,úvahy
196,Křičkův domov /,Jindra J.,,1958,"Křička, Petr,",osobnosti,medailony
197,Monology : Poučný pohled na novou českou poezii /,FeS,,1958,"Kundera, Milan,",osobnosti,recenze
198,Dětství Mrštíků /,"Jindra, J.",,1958,"Mrštík, Alois,;Mrštík, Vilém,",osobnosti,paměti
199,Vítězslav Nezval /,"Vávra, Arnošt",jx20090506023,1958,"Nezval, Vítězslav,",osobnosti,nekrology
200,"Pane Peroutko, odpověz! : Veřejně vyzýváme Ferdinanda Peroutku /","Pekelský, Vladimír",kpwa5006,1958,"Peroutka, Ferdinand,;Drda, Jan,",osobnosti,výzvy;články;úryvky
